Genome,Scheme,ST,yphC,trpC,efp,ppa,mutY,ureI,atpA
GCF_006439645.fna.gz,hpylori,-,,,1445,840,,875,
GCF_006439745.fna.gz,hpylori,-,,,,2410,,,
GCF_006440425.fna.gz,hpylori,-,,,2813,,,1367,
GCF_007843715.fna.gz,hpylori,-,,,,,,,
GCF_004013905.fna.gz,hpylori,-,,,,,,,
GCF_004013965.fna.gz,hpylori,-,,,,,,,
GCF_004014105.fna.gz,hpylori,-,,1772,,,,,
GCF_004014255.fna.gz,hpylori,-,,,,,,,
GCF_004014495.fna.gz,hpylori,-,,,,,,,
GCF_004014595.fna.gz,hpylori,-,1880,,1969,2017,,2166,2094
GCF_004295545.fna.gz,hpylori,-,,31,31,,31,31,31
GCF_004323375.fna.gz,hpylori,3684,3058,1329,2694,2763,2938,2989,2882
GCF_006338145.fna.gz,hpylori,-,,,,,,,
GCF_006438465.fna.gz,hpylori,-,,,,,,2767,
GCF_004014295.fna.gz,hpylori,-,,,,,,,
GCF_004307295.fna.gz,hpylori,2762,2400,2427,909,2230,950,2392,951
GCF_004323445.fna.gz,hpylori,-,,,648,,,,
GCF_006337285.fna.gz,hpylori,-,,,,,,,
GCF_006337445.fna.gz,hpylori,-,,1083,,,,,
GCF_006338685.fna.gz,hpylori,-,,,967,,,,
GCF_006438535.fna.gz,hpylori,-,,,,,,,
GCF_006439715.fna.gz,hpylori,-,1564,,,2410,,,
GCF_006440435.fna.gz,hpylori,-,,1329,,,,,
GCF_007836855.fna.gz,hpylori,3020,2654,2628,626,204,2567,2634,2558
GCF_004014045.fna.gz,hpylori,-,,,,,,,
GCF_004014185.fna.gz,hpylori,-,,,,,,,
GCF_004014505.fna.gz,hpylori,-,,,,,,,
GCF_004014545.fna.gz,hpylori,-,,,,,,,
GCF_004016925.fna.gz,hpylori,-,,,,,,,
GCF_004323305.fna.gz,hpylori,-,,866,827,,,,
GCF_006337625.fna.gz,hpylori,-,,,,,,,
GCF_006339235.fna.gz,hpylori,-,,,1343,,,,1412
GCF_004014305.fna.gz,hpylori,-,776,,739,,757,779,
GCF_004323225.fna.gz,hpylori,-,,,,,,,
GCF_004323455.fna.gz,hpylori,-,,,,,,,
GCF_006337345.fna.gz,hpylori,-,,,,,,,
GCF_006337465.fna.gz,hpylori,-,,,,,,,
GCF_006338815.fna.gz,hpylori,-,,,,,103,,
GCF_006439685.fna.gz,hpylori,-,,,,,,,
GCF_006439735.fna.gz,hpylori,-,,,,,,,
GCF_006339365.fna.gz,hpylori,-,,,,,,,
GCF_006874685.fna.gz,hpylori,-,,,,1568,,1710,
GCF_007843535.fna.gz,hpylori,-,,,200,,,,
GCF_004014075.fna.gz,hpylori,-,,,,,,,
GCF_004014195.fna.gz,hpylori,-,578,,,,,,
GCF_004014535.fna.gz,hpylori,-,,,,,,,
GCF_004014575.fna.gz,hpylori,-,,,,,,,
GCF_004088075.fna.gz,hpylori,-,,,,,,,
GCF_004323315.fna.gz,hpylori,-,560,,,,,,
GCF_006337745.fna.gz,hpylori,-,,,,,,,
GCF_006438415.fna.gz,hpylori,-,,,,,1192,,
GCF_004014335.fna.gz,hpylori,-,,,,,,,
GCF_004323235.fna.gz,hpylori,-,,,,,,,1202
GCF_004323475.fna.gz,hpylori,-,,,,1167,,,
GCF_006337305.fna.gz,hpylori,-,,1083,,,,,
GCF_006337325.fna.gz,hpylori,-,,1083,,,,,
GCF_006337385.fna.gz,hpylori,-,,,,,,,
GCF_006337875.fna.gz,hpylori,-,,,,,,,
GCF_006438425.fna.gz,hpylori,-,,,,,,,
GCF_009691005.fna.gz,hpylori,-,,,,,,,
GCF_009740365.fna.gz,hpylori,-,,,,,,,
GCF_009740535.fna.gz,hpylori,-,,,,210,,,
GCF_006439785.fna.gz,hpylori,-,,,,1965,,,
GCF_006439895.fna.gz,hpylori,-,,,,,,,
GCF_006440005.fna.gz,hpylori,-,,,,,,1576,2726
GCF_006440125.fna.gz,hpylori,-,,,,,1329,,
GCF_006440245.fna.gz,hpylori,-,,,1277,,,,
GCF_007843915.fna.gz,hpylori,-,,,,,,,
GCF_008026815.fna.gz,hpylori,3521,2931,2887,2612,2666,2827,141,2790
GCF_008033075.fna.gz,hpylori,3535,2945,2901,2623,2459,2840,2898,2803
GCF_008681245.fna.gz,hpylori,-,703,,,,,,
GCF_008681395.fna.gz,hpylori,-,,,,,,,
GCF_008681515.fna.gz,hpylori,-,,,,,,719,
GCF_009689635.fna.gz,hpylori,-,,,,703,,,
GCF_009689765.fna.gz,hpylori,-,,,,,,,
GCF_009689885.fna.gz,hpylori,-,,,,,,,
GCF_009690015.fna.gz,hpylori,-,,,,,,,
GCF_009690135.fna.gz,hpylori,-,,,2541,,,,
GCF_009690255.fna.gz,hpylori,-,,,,,,,
GCF_009690375.fna.gz,hpylori,-,,,,,,,
GCF_009737165.fna.gz,hpylori,2335,2109,2076,1919,1995,2041,2115,879
GCF_009740405.fna.gz,hpylori,-,,,1192,,,,
GCF_009740575.fna.gz,hpylori,-,,,,,,,
GCF_006439795.fna.gz,hpylori,-,,,,2540,,,
GCF_006439905.fna.gz,hpylori,-,,,,,,,
GCF_006440025.fna.gz,hpylori,-,,,,,,,
GCF_006440145.fna.gz,hpylori,-,,,,,,1576,
GCF_006440265.fna.gz,hpylori,-,,,,,,,
GCF_007844035.fna.gz,hpylori,-,,,,568,,,
GCF_008027235.fna.gz,hpylori,-,,,,,,,2237
GCF_008281125.fna.gz,hpylori,-,,2909,,2689,149,,2812
GCF_008681285.fna.gz,hpylori,-,,2909,217,1970,,426,
GCF_008681415.fna.gz,hpylori,-,,,,,,,
GCF_008681525.fna.gz,hpylori,-,,,2615,2686,,,
GCF_009689685.fna.gz,hpylori,-,,,,,,,
GCF_009689805.fna.gz,hpylori,-,,,,,,,
GCF_009689925.fna.gz,hpylori,-,,,47,,,,
GCF_009690045.fna.gz,hpylori,-,,,,,,,
GCF_009690145.fna.gz,hpylori,-,,,,,,,
GCF_009690275.fna.gz,hpylori,-,,,,,,,
GCF_009690405.fna.gz,hpylori,-,,,,,,,
GCF_009737175.fna.gz,hpylori,-,2109,2076,1919,1995,2041,2115,
GCF_009740465.fna.gz,hpylori,-,,,,,,,
GCF_009740605.fna.gz,hpylori,-,1602,2232,,2011,,,
GCF_006439815.fna.gz,hpylori,-,,,,,,2762,
GCF_006439915.fna.gz,hpylori,-,,,,,,,
GCF_006440045.fna.gz,hpylori,-,,,,,,,
GCF_006440155.fna.gz,hpylori,-,,,,,,,8
GCF_006440285.fna.gz,hpylori,-,,,,,,,
GCF_007844055.fna.gz,hpylori,-,,,200,,,,
GCF_008027395.fna.gz,hpylori,-,,,,,,,2237
GCF_008326525.fna.gz,hpylori,-,,,931,,,,
GCF_008681315.fna.gz,hpylori,-,,,,,,,
GCF_008681425.fna.gz,hpylori,-,,,,,,,696
GCF_008728675.fna.gz,hpylori,-,,,,2675,,,2816
GCF_009689695.fna.gz,hpylori,-,,,,,,,
GCF_009689815.fna.gz,hpylori,-,,,,,,,
GCF_009689945.fna.gz,hpylori,-,,,2679,,,,
GCF_009690065.fna.gz,hpylori,-,,,832,,,,
GCF_009690185.fna.gz,hpylori,-,,,,,,,
GCF_009690305.fna.gz,hpylori,-,,,231,,,,
GCF_009690425.fna.gz,hpylori,-,,,,1065,,,
GCF_009740305.fna.gz,hpylori,-,,,2814,,,,684
GCF_009740485.fna.gz,hpylori,-,,,2078,,,,
GCF_009740625.fna.gz,hpylori,-,,263,,,,,2128
GCF_006439845.fna.gz,hpylori,-,,,1437,1118,,,
GCF_006439955.fna.gz,hpylori,-,,,,,,,
GCF_006440055.fna.gz,hpylori,-,,,,,,,
GCF_006440195.fna.gz,hpylori,-,,,,,,1374,
GCF_006440315.fna.gz,hpylori,-,,,1913,947,,,
GCF_007844075.fna.gz,hpylori,-,2654,2628,626,204,2567,,2558
GCF_008027775.fna.gz,hpylori,-,,2503,,2011,,,2979
GCF_008681215.fna.gz,hpylori,-,,2909,217,1970,,426,
GCF_008681335.fna.gz,hpylori,-,,,,,,,696
GCF_008681455.fna.gz,hpylori,-,,,,,,,
GCF_009689605.fna.gz,hpylori,-,,,,,,,
GCF_009689705.fna.gz,hpylori,-,,,,,,,
GCF_009689835.fna.gz,hpylori,-,,,,,,,
GCF_009689965.fna.gz,hpylori,-,,,,,,,
GCF_009690075.fna.gz,hpylori,-,,,,,,,
GCF_009690205.fna.gz,hpylori,-,,,,1066,,,
GCF_009690315.fna.gz,hpylori,-,,,,950,,,
GCF_009690965.fna.gz,hpylori,-,1242,,,930,,966,
GCF_009740315.fna.gz,hpylori,-,,2876,344,,,,
GCF_009740495.fna.gz,hpylori,-,,,,2016,,,
GCF_009740645.fna.gz,hpylori,-,,,344,,,199,
GCF_006439875.fna.gz,hpylori,-,2772,,1444,,,,2726
GCF_006439965.fna.gz,hpylori,-,,,,,,,
GCF_006440095.fna.gz,hpylori,-,,,,,,,
GCF_006440215.fna.gz,hpylori,-,,,,,,,
GCF_006440325.fna.gz,hpylori,-,,,,,,,2726
GCF_008026375.fna.gz,hpylori,-,,2503,,2011,,,2979
GCF_008032975.fna.gz,hpylori,-,2936,,681,,,,
GCF_008681225.fna.gz,hpylori,-,2590,,,2685,,2904,1708
GCF_008681355.fna.gz,hpylori,-,,,,,,,
GCF_008681475.fna.gz,hpylori,-,,,2390,,,141,
GCF_009689615.fna.gz,hpylori,-,,,,,,,
GCF_009689745.fna.gz,hpylori,-,,,,,,,
GCF_009689865.fna.gz,hpylori,-,,,,,,,
GCF_009689985.fna.gz,hpylori,-,,34,,34,,,
GCF_009690105.fna.gz,hpylori,-,,,,,,,
GCF_009690225.fna.gz,hpylori,-,,,,,,,
GCF_009690345.fna.gz,hpylori,-,,,,,,,
GCF_009690985.fna.gz,hpylori,-,,,,,,,
GCF_009740325.fna.gz,hpylori,-,,3123,,,,,
GCF_009740525.fna.gz,hpylori,-,,,1719,,,,2289
GCF_009740655.fna.gz,hpylori,-,,2690,,,,,
GCF_006439995.fna.gz,hpylori,-,,,,,,,
GCF_006440105.fna.gz,hpylori,-,,,,,,,
GCF_006440225.fna.gz,hpylori,-,,,,,,,
GCF_008033015.fna.gz,hpylori,-,2948,,,2686,,,
GCF_008681235.fna.gz,hpylori,-,,,2615,,,,
GCF_008681365.fna.gz,hpylori,-,,,,,,,
GCF_008681485.fna.gz,hpylori,-,,,,,,,
GCF_009689625.fna.gz,hpylori,-,,,,,,,
GCF_009689755.fna.gz,hpylori,-,,,,,,,
GCF_009689875.fna.gz,hpylori,-,,,,,,,
GCF_009689995.fna.gz,hpylori,-,,,,,,,
GCF_009690125.fna.gz,hpylori,-,,,,,,,
GCF_009690235.fna.gz,hpylori,-,,,,,,,
GCF_009690355.fna.gz,hpylori,-,,,,,,,
GCF_009737135.fna.gz,hpylori,2335,2109,2076,1919,1995,2041,2115,879
GCF_009740385.fna.gz,hpylori,-,,,,,,351,
GCF_009740565.fna.gz,hpylori,-,,1815,343,,,2335,
GCF_009740685.fna.gz,hpylori,-,,,,266,,1851,
GCF_009740705.fna.gz,hpylori,-,2175,,,,,,
GCF_009740725.fna.gz,hpylori,-,,,,,,,
GCF_009740735.fna.gz,hpylori,-,,1815,,,,,
GCF_009740755.fna.gz,hpylori,-,,,,,,,
GCF_009740785.fna.gz,hpylori,-,,,,,,,
GCF_009740805.fna.gz,hpylori,-,,,,,,,
GCF_009740815.fna.gz,hpylori,-,,,,1662,,,
GCF_009740845.fna.gz,hpylori,-,,,,1783,,,
GCF_009740855.fna.gz,hpylori,-,,,,,,,
GCF_009740865.fna.gz,hpylori,-,,,,,,,
GCF_009740905.fna.gz,hpylori,-,,2413,,,,,
GCF_009740925.fna.gz,hpylori,-,,,2194,,,2382,
GCF_009740965.fna.gz,hpylori,-,,,,,,,
GCF_009740975.fna.gz,hpylori,-,,2876,344,,,,
GCF_009740985.fna.gz,hpylori,-,,2876,344,,,,
GCF_009741025.fna.gz,hpylori,-,,,,843,,,2813
GCF_009741045.fna.gz,hpylori,-,,,,,,,205
GCF_009741065.fna.gz,hpylori,-,,,,,,,
GCF_009741085.fna.gz,hpylori,-,,3074,,,,,
GCF_009741095.fna.gz,hpylori,-,,,,,,,
GCF_009741105.fna.gz,hpylori,-,,,,,,,215
GCF_009741145.fna.gz,hpylori,-,,,,448,,,
GCF_009741165.fna.gz,hpylori,-,,,,266,,,
GCF_009741175.fna.gz,hpylori,-,,,,1291,1330,,
GCF_009741205.fna.gz,hpylori,-,,,1703,,,,
GCF_009798325.fna.gz,hpylori,3496,199,199,199,199,2806,199,2762
GCF_009798365.fna.gz,hpylori,3496,199,199,199,199,2806,199,2762
GCF_009901885.fna.gz,hpylori,-,,31,31,,31,31,31
GCF_010917155.fna.gz,hpylori,3784,3125,2122,2762,2818,3013,3056,2959
GCF_010917555.fna.gz,hpylori,3785,3126,3062,2444,2819,3016,2704,2960
GCF_010917675.fna.gz,hpylori,3786,3127,3063,2778,1799,1258,3057,2957
GCF_011058095.fna.gz,hpylori,-,,227,1448,,149,,221
GCF_011058105.fna.gz,hpylori,-,,2736,247,1478,732,,247
GCF_011105755.fna.gz,hpylori,3534,2944,2900,2390,2679,2839,2897,2802
GCF_011105765.fna.gz,hpylori,3546,2953,2909,2631,2689,2849,2908,2812
GCF_011105795.fna.gz,hpylori,3545,2336,2894,2630,2688,2848,2907,2811
GCF_011105805.fna.gz,hpylori,-,,2888,2613,2667,2828,2886,2791
GCF_011140335.fna.gz,hpylori,-,,,,,,,
GCF_011140365.fna.gz,hpylori,3532,2942,2898,2621,2677,290,2895,2800
GCF_011140415.fna.gz,hpylori,3523,2933,2889,418,2668,2829,2887,2792
GCF_011140425.fna.gz,hpylori,-,,,,,,,
GCF_011140435.fna.gz,hpylori,-,,324,,,,,
GCF_011140475.fna.gz,hpylori,-,,,2111,662,,,
GCF_011140485.fna.gz,hpylori,-,,,,2089,,,223
GCF_011140515.fna.gz,hpylori,3527,2937,2893,2617,2672,2833,2890,2795
GCF_011140535.fna.gz,hpylori,-,,,,,,183,
GCF_011140545.fna.gz,hpylori,-,,,,2089,,,223
GCF_011140555.fna.gz,hpylori,-,217,,1994,2688,,,
GCF_011140595.fna.gz,hpylori,3549,2955,2912,2633,2692,2851,2911,667
GCF_011140615.fna.gz,hpylori,-,,,2610,2682,2824,,2788
GCF_011140625.fna.gz,hpylori,-,,,,2686,2833,2905,
GCF_011140655.fna.gz,hpylori,-,,,,,,,
GCF_011140665.fna.gz,hpylori,-,2939,2503,2390,,,,2804
GCF_011140675.fna.gz,hpylori,-,,,,,,,
GCF_011140715.fna.gz,hpylori,-,,,1448,,2824,,
GCF_011140735.fna.gz,hpylori,3530,2940,2896,2620,2675,2836,2893,2798
GCF_011140745.fna.gz,hpylori,-,2936,,681,,,,
GCF_011140755.fna.gz,hpylori,-,,,,,,,2641
GCF_011140795.fna.gz,hpylori,-,,,,,268,1801,
GCF_011140805.fna.gz,hpylori,-,,,,1970,2834,,
GCF_011140825.fna.gz,hpylori,-,,,,,,,
GCF_011140845.fna.gz,hpylori,-,,,1212,,,,
GCF_011140875.fna.gz,hpylori,-,,,,,,,
GCF_011140895.fna.gz,hpylori,-,,,,,,249,
GCF_011140915.fna.gz,hpylori,3528,2938,2894,2618,2673,2834,2891,2796
GCF_011140925.fna.gz,hpylori,3538,2946,1546,217,219,2843,723,2806
GCF_011140935.fna.gz,hpylori,-,217,,1994,2688,,,
GCF_011140955.fna.gz,hpylori,-,,,2632,688,,,
GCF_011140995.fna.gz,hpylori,3520,1291,2886,2390,2665,2826,2885,2789
GCF_011141015.fna.gz,hpylori,-,,,,,,218,
GCF_011141035.fna.gz,hpylori,-,,,,,,,2788
GCF_011141045.fna.gz,hpylori,-,,,,,,,
GCF_011141055.fna.gz,hpylori,-,,,,,,,
GCF_011141095.fna.gz,hpylori,3524,2934,2890,2614,2669,2830,2888,2793
GCF_011141115.fna.gz,hpylori,3537,2336,2903,2625,2681,2842,2900,2805
GCF_011141135.fna.gz,hpylori,-,,,,,,,
GCF_011141145.fna.gz,hpylori,3530,2940,2896,2620,2675,2836,2893,2798
GCF_011174935.fna.gz,hpylori,-,2939,,1212,662,,,
GCF_011174945.fna.gz,hpylori,-,2269,2922,,229,,,2818
GCF_011174975.fna.gz,hpylori,-,2284,2889,152,,2181,229,667
GCF_011174985.fna.gz,hpylori,-,,,,,,,
GCF_011175015.fna.gz,hpylori,-,,,,145,,,2818
GCF_011175035.fna.gz,hpylori,-,,2914,,2089,,,2987
GCF_011175045.fna.gz,hpylori,-,,,,2701,,,
GCF_011175075.fna.gz,hpylori,-,2269,,2044,1724,2856,229,
GCF_011175085.fna.gz,hpylori,-,,,1998,,,,
GCF_011175115.fna.gz,hpylori,-,703,,,2711,2181,688,
GCF_011175135.fna.gz,hpylori,-,2964,,2390,2698,3061,,
GCF_011175145.fna.gz,hpylori,-,,,,,,2918,
GCF_011175175.fna.gz,hpylori,-,2272,,,2696,2188,,
GCF_011175195.fna.gz,hpylori,-,,,2648,,,,
GCF_011175215.fna.gz,hpylori,-,,,,,3061,,
GCF_011175225.fna.gz,hpylori,-,,2889,1212,,,688,667
GCF_011175235.fna.gz,hpylori,-,,,,,1258,,
GCF_011175275.fna.gz,hpylori,-,2269,2922,,,,,
GCF_011175295.fna.gz,hpylori,3574,2971,2931,217,2708,2874,2933,2831
GCF_011175315.fna.gz,hpylori,-,2269,,,229,,,
GCF_011175325.fna.gz,hpylori,-,,2922,2044,,,,
GCF_011175335.fna.gz,hpylori,-,,,152,2696,2181,688,667
GCF_011175375.fna.gz,hpylori,-,703,687,,,,,
GCF_011175395.fna.gz,hpylori,-,,,,,,,263
GCF_011456275.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011456295.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011456315.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011456475.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011456665.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011456895.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011457115.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011457355.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011457615.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011457815.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011458015.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011458095.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011458315.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011462215.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011462375.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011462575.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011462735.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011462915.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011463035.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011463055.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_011463175.fna.gz,hpylori,1759,1563,1536,1438,1464,1516,1569,1515
GCF_013122035.fna.gz,hpylori,1767,495,490,487,484,488,496,490
GCF_013623945.fna.gz,hpylori,-,,184,,,,,
GCF_013623955.fna.gz,hpylori,-,,,,1167,,,
GCF_013122055.fna.gz,hpylori,1767,495,490,487,484,488,496,490
GCF_013122115.fna.gz,hpylori,1767,495,490,487,484,488,496,490
GCF_013177215.fna.gz,hpylori,861,814,808,777,786,796,818,796
GCF_013177245.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_013177275.fna.gz,hpylori,3496,199,199,199,199,2806,199,2762
GCF_013181575.fna.gz,hpylori,-,2976,,2184,,1224,1362,
GCF_013181605.fna.gz,hpylori,-,972,1228,,1189,855,,1220
GCF_013181635.fna.gz,hpylori,-,,2942,2654,2717,,2942,2838
GCF_013183915.fna.gz,hpylori,-,,,,,,,
GCF_013183945.fna.gz,hpylori,-,2976,,2184,,1224,2940,
GCF_013183985.fna.gz,hpylori,-,,2942,2654,,2883,2942,2838
GCF_013623935.fna.gz,hpylori,-,,407,,,,,
GCF_013623975.fna.gz,hpylori,-,,,,,,,
GCF_013624015.fna.gz,hpylori,-,,,,,,,
GCF_013624035.fna.gz,hpylori,-,,,,,,,
GCF_013624055.fna.gz,hpylori,-,,,,,,,
GCF_013624155.fna.gz,hpylori,-,,,1281,,,,
GCF_013624275.fna.gz,hpylori,-,,,,,,,
GCF_015904305.fna.gz,hpylori,3862,3173,3102,2814,2852,3075,2739,2998
GCF_015904435.fna.gz,hpylori,3859,3170,3100,2813,2849,3072,3119,2995
GCF_015904465.fna.gz,hpylori,3858,3169,2894,1703,2848,2834,3118,1810
GCF_015904475.fna.gz,hpylori,-,,2894,1703,2848,2834,3118,
GCF_015904675.fna.gz,hpylori,-,,705,653,2686,2836,,
GCF_015905065.fna.gz,hpylori,-,,,417,,,,
GCF_013624065.fna.gz,hpylori,-,,,,,,,
GCF_013624165.fna.gz,hpylori,-,,,185,,,,184
GCF_013624325.fna.gz,hpylori,-,184,,1909,,,,184
GCF_015904365.fna.gz,hpylori,3865,3176,3105,2817,2855,3078,3123,3000
GCF_015904605.fna.gz,hpylori,3862,3173,3102,2814,2852,3075,2739,2998
GCF_015904815.fna.gz,hpylori,-,424,,,,,,
GCF_016124125.fna.gz,hpylori,-,,,,,,,
GCF_016464485.fna.gz,hpylori,-,,,,,,,
GCF_015904905.fna.gz,hpylori,-,424,,,,,,
GCF_016806185.fna.gz,hpylori,3809,3245,3169,716,722,3011,3054,2952
GCF_016806265.fna.gz,hpylori,415,220,30,68,30,30,30,30
GCF_013624285.fna.gz,hpylori,-,,192,,,,,
GCF_015904325.fna.gz,hpylori,3865,3176,3105,2817,2855,3078,3123,3000
GCF_015904565.fna.gz,hpylori,3868,3179,3108,2820,2857,3081,3126,3003
GCF_015904775.fna.gz,hpylori,-,,,,145,663,2054,
GCF_015905135.fna.gz,hpylori,-,,,,2459,,141,
GCF_017594925.fna.gz,hpylori,-,,,2111,,2673,,
GCF_017595025.fna.gz,hpylori,-,,,2631,2689,149,2232,2812
GCF_015904915.fna.gz,hpylori,-,424,,,,,,
GCF_016464525.fna.gz,hpylori,-,,,,,,,
GCF_016747995.fna.gz,hpylori,3266,2863,2824,2557,2611,2763,2826,2732
GCF_018328305.fna.gz,hpylori,-,2587,,2681,,950,,951
GCF_018328425.fna.gz,hpylori,-,,,,,,,
GCF_015904485.fna.gz,hpylori,-,,,217,,,218,
GCF_015904725.fna.gz,hpylori,-,2941,,2390,,,,
GCF_015905075.fna.gz,hpylori,-,,,1448,,,218,
GCF_013624075.fna.gz,hpylori,-,,,,,,,
GCF_013624175.fna.gz,hpylori,-,,,1218,,,192,
GCF_014654435.fna.gz,hpylori,-,220,30,,30,,30,
GCF_015904375.fna.gz,hpylori,3863,3174,3103,2815,2853,3076,3122,2996
GCF_015904625.fna.gz,hpylori,-,2939,,,,,,
GCF_015904825.fna.gz,hpylori,-,,,,2459,,141,
GCF_016464445.fna.gz,hpylori,-,,,,,,,
GCF_017594945.fna.gz,hpylori,-,424,,,,,,
GCF_016806195.fna.gz,hpylori,3942,3254,3178,2768,2927,3027,3063,247
GCF_015904525.fna.gz,hpylori,3866,3177,3106,2818,2856,3079,3124,3001
GCF_015904745.fna.gz,hpylori,-,,,,,,,2218
GCF_015905105.fna.gz,hpylori,-,,,,219,,,2788
GCF_016464545.fna.gz,hpylori,-,,,,,,,
GCF_016748175.fna.gz,hpylori,3268,2866,2825,2558,2612,2765,2828,2733
GCF_015904925.fna.gz,hpylori,-,,1546,2635,,2843,,
GCF_018328325.fna.gz,hpylori,-,,,1761,,,,
GCF_018328385.fna.gz,hpylori,-,,2475,,,,,
GCF_013624115.fna.gz,hpylori,-,,,,,,,
GCF_013624195.fna.gz,hpylori,-,184,184,,184,,184,184
GCF_015904205.fna.gz,hpylori,3861,3172,2675,649,2851,3074,3121,2997
GCF_015904385.fna.gz,hpylori,3862,3173,3102,2814,2852,3075,2739,2998
GCF_015904645.fna.gz,hpylori,-,,,,,,,2218
GCF_015904865.fna.gz,hpylori,-,,,1703,,2834,2335,
GCF_016464465.fna.gz,hpylori,-,,,,,,,
GCF_017594965.fna.gz,hpylori,-,,,1448,,,218,
GCF_016806225.fna.gz,hpylori,3945,3255,1546,268,2532,3030,251,223
GCF_018329085.fna.gz,hpylori,-,,,2312,,,,
GCF_018329145.fna.gz,hpylori,-,2892,2475,,45,,,
GCF_015904965.fna.gz,hpylori,-,2941,,,,,,2641
GCF_016464565.fna.gz,hpylori,-,,,1777,,,2008,
GCF_016748085.fna.gz,hpylori,3267,2865,2824,1797,2611,2764,2827,2732
GCF_015904975.fna.gz,hpylori,-,,,2111,,2673,,
GCF_018328345.fna.gz,hpylori,-,,,,,,970,
GCF_018328405.fna.gz,hpylori,-,,,,,,,
GCF_015905005.fna.gz,hpylori,-,,,1448,,,218,
GCF_013624315.fna.gz,hpylori,-,,,,,,,
GCF_015904335.fna.gz,hpylori,3860,3171,3101,2390,2850,3073,3120,2996
GCF_015904575.fna.gz,hpylori,3856,3168,3099,2812,2847,3071,3117,2994
GCF_015904795.fna.gz,hpylori,-,,,,145,663,2054,
GCF_015905165.fna.gz,hpylori,-,,,1448,,,,
GCF_017594985.fna.gz,hpylori,-,,,417,,,,
GCF_017595035.fna.gz,hpylori,-,,,1448,,,,
GCF_018329105.fna.gz,hpylori,-,,1239,,,,,
GCF_016806245.fna.gz,hpylori,415,220,30,68,30,30,30,30
GCF_016464575.fna.gz,hpylori,-,,,,,,,
GCF_015904535.fna.gz,hpylori,3856,3168,3099,2812,2847,3071,3117,2994
GCF_015904765.fna.gz,hpylori,-,,,,145,663,2054,
GCF_015905125.fna.gz,hpylori,-,,,2631,2689,149,2232,2812
GCF_018328365.fna.gz,hpylori,-,2892,2532,,45,,2856,
GCF_018328445.fna.gz,hpylori,-,,,,,,,
GCF_015905015.fna.gz,hpylori,-,,2894,,,,,
GCF_013624135.fna.gz,hpylori,-,,,,,,,
GCF_013624245.fna.gz,hpylori,-,,,,,,,
GCF_015904225.fna.gz,hpylori,3867,3178,3107,2819,2835,3080,3125,3002
GCF_015904425.fna.gz,hpylori,3855,3167,2894,1703,2846,3070,3116,1810
GCF_015904665.fna.gz,hpylori,-,304,,,,,1801,
GCF_015904875.fna.gz,hpylori,-,,,,,,,
GCF_016464475.fna.gz,hpylori,-,,,,,,,
GCF_018329125.fna.gz,hpylori,-,972,,1162,,,2856,
GCF_017595005.fna.gz,hpylori,-,,,,2459,,141,
GCF_016464595.fna.gz,hpylori,-,,,,,,,
GCF_015905025.fna.gz,hpylori,-,,,,,,,
GCF_017821635.fna.gz,hpylori,-,,,,542,,,
GCF_018328465.fna.gz,hpylori,-,,2977,,,,,
GCF_018328605.fna.gz,hpylori,-,1247,,,,,,
GCF_016749215.fna.gz,hpylori,3277,2873,2831,2443,2619,2772,183,223
GCF_016755615.fna.gz,hpylori,3288,2678,2841,2572,2629,2783,2846,2748
GCF_016755735.fna.gz,hpylori,3294,2680,2657,2435,2466,2604,2851,2586
GCF_016757555.fna.gz,hpylori,3289,2882,2842,2573,2631,2784,2847,2749
GCF_016806405.fna.gz,hpylori,3811,3246,3170,257,2919,732,2688,2954
GCF_016806605.fna.gz,hpylori,3809,3245,3169,716,722,3011,3054,2952
