Genome,Scheme,ST,tpi,ilv,gmk,pta,pur,pyc,glp
GCF_002807155.fna.gz,bcereus,90,3,41,4,5,43,46,6
GCF_002813875.fna.gz,bcereus,-,21,47,6,8,4,7,15
GCF_003013315.fna.gz,bcereus,-,7,131,6,11,4,39,15
GCF_007668075.fna.gz,bcereus,1672,7,14,9,29,12,14,37
GCF_007668125.fna.gz,bcereus,1672,7,14,9,29,12,14,37
GCF_002807375.fna.gz,bcereus,26,4,31,2,5,16,3,3
GCF_002835635.fna.gz,bcereus,1066,91,31,2,5,19,3,19
GCF_003020845.fna.gz,bcereus,1207,7,13,8,19,2,17,14
GCF_005217245.fna.gz,bcereus,2668,303,7,7,2,7,10,15
GCF_005217255.fna.gz,bcereus,-,7,33,17,178,,35,12
GCF_008923595.fna.gz,bcereus,1265,13,7,7,2,93,26,15
GCF_008923765.fna.gz,bcereus,1348,13,7,7,2,96,26,15
GCF_002807395.fna.gz,bcereus,1672,7,14,9,29,12,14,37
GCF_002880735.fna.gz,bcereus,75,24,32,1,1,18,33,44
GCF_003122725.fna.gz,bcereus,2166,7,14,8,26,290,36,40
GCF_003270005.fna.gz,bcereus,2152,3,330,201,4,69,247,55
GCF_003270035.fna.gz,bcereus,2151,3,255,201,4,69,247,76
GCF_002584845.fna.gz,bcereus,2040,276,14,8,44,86,36,40
GCF_002585385.fna.gz,bcereus,1955,7,14,28,12,37,25,99
GCF_002585665.fna.gz,bcereus,2040,276,14,8,44,86,36,40
GCF_002585785.fna.gz,bcereus,118,7,14,28,26,2,36,47
GCF_002586215.fna.gz,bcereus,118,7,14,28,26,2,36,47
GCF_002589745.fna.gz,bcereus,783,37,228,120,209,4,114,126
GCF_002807525.fna.gz,bcereus,-,7,14,9,12,,14,37
GCF_002976415.fna.gz,bcereus,1985,43,83,1,1,55,37,342
GCF_008923605.fna.gz,bcereus,-,7,,6,8,4,7,15
GCF_008923705.fna.gz,bcereus,56,13,7,7,2,7,26,15
GCF_010578145.fna.gz,bcereus,1673,7,14,71,29,267,14,172
GCF_011751555.fna.gz,bcereus,2170,7,363,8,19,29,17,20
GCF_013267235.fna.gz,bcereus,62,24,32,1,1,18,33,38
GCF_013284505.fna.gz,bcereus,395,53,8,8,11,4,12,13
GCF_015845375.fna.gz,bcereus,33,7,18,9,18,20,19,22
GCF_003545675.fna.gz,bcereus,197,13,7,7,2,7,8,15
GCF_003586605.fna.gz,bcereus,465,7,14,9,29,12,14,11
GCF_004306975.fna.gz,bcereus,2622,2,21,2,5,19,3,246
GCF_004330405.fna.gz,bcereus,1810,42,293,1,1,1,52,65
GCF_005217125.fna.gz,bcereus,257,13,7,7,2,5,10,15
GCF_005217705.fna.gz,bcereus,-,,8,8,11,11,12,13
GCF_006349715.fna.gz,bcereus,1155,7,14,8,26,2,36,40
GCF_007665505.fna.gz,bcereus,76,33,28,15,38,30,29,34
GCF_008923495.fna.gz,bcereus,2781,7,48,8,45,58,87,285
GCF_008923775.fna.gz,bcereus,1290,8,8,8,11,9,12,13
GCF_008923815.fna.gz,bcereus,56,13,7,7,2,7,26,15
GCF_008923825.fna.gz,bcereus,-,7,,6,8,4,7,15
GCF_009497015.fna.gz,bcereus,1477,14,10,143,8,4,7,15
GCF_009739925.fna.gz,bcereus,-,14,131,6,11,4,,15
GCF_009928555.fna.gz,bcereus,1481,8,9,8,11,9,12,13
GCF_009935735.fna.gz,bcereus,752,21,198,6,8,4,7,93
GCF_010578245.fna.gz,bcereus,1673,7,14,71,29,267,14,172
GCF_012395315.fna.gz,bcereus,24,10,9,8,14,11,12,12
GCF_013267275.fna.gz,bcereus,-,142,14,8,12,2,36,40
GCF_013394245.fna.gz,bcereus,24,10,9,8,14,11,12,12
GCF_015905265.fna.gz,bcereus,-,10,40,8,19,41,17,14
GCF_004022305.fna.gz,bcereus,1331,180,14,9,12,12,14,11
GCF_004307115.fna.gz,bcereus,1274,17,13,8,11,2,17,14
GCF_004771155.fna.gz,bcereus,-,7,8,8,10,8,17,241
GCF_005217405.fna.gz,bcereus,-,7,76,9,18,20,21,22
GCF_006151815.fna.gz,bcereus,2703,23,8,8,11,9,12,13
GCF_006370265.fna.gz,bcereus,465,7,14,9,29,12,14,11
GCF_008764255.fna.gz,bcereus,-,8,40,8,30,2,17,14
GCF_009935145.fna.gz,bcereus,2758,14,423,6,8,4,8,15
GCF_009935775.fna.gz,bcereus,752,21,198,6,8,4,7,93
GCF_010578275.fna.gz,bcereus,1673,7,14,71,29,267,14,172
GCF_012395345.fna.gz,bcereus,-,24,93,1,1,51,52,65
GCF_013267455.fna.gz,bcereus,145,24,52,1,1,1,37,65
GCF_014596335.fna.gz,bcereus,26,4,31,2,5,16,3,3
GCF_016027015.fna.gz,bcereus,11,24,32,1,1,33,37,34
GCF_007676775.fna.gz,bcereus,100,7,46,8,28,9,12,13
GCF_008923505.fna.gz,bcereus,2781,7,48,8,45,58,87,285
GCF_010580595.fna.gz,bcereus,24,10,9,8,14,11,12,12
GCF_012395385.fna.gz,bcereus,-,7,76,9,18,12,14,
GCF_013267475.fna.gz,bcereus,145,24,52,1,1,1,37,65
GCF_015069665.fna.gz,bcereus,-,26,,,22,,209,59
GCF_016117775.fna.gz,bcereus,908,88,119,124,116,119,108,115
GCF_005217285.fna.gz,bcereus,857,7,14,9,18,20,19,91
GCF_005217345.fna.gz,bcereus,12,13,7,7,2,7,10,15
GCF_005217355.fna.gz,bcereus,257,13,7,7,2,5,10,15
GCF_005217435.fna.gz,bcereus,33,7,18,9,18,20,19,22
GCF_006349585.fna.gz,bcereus,1662,10,9,8,11,9,12,13
GCF_006384875.fna.gz,bcereus,466,7,14,8,12,2,25,125
GCF_008829505.fna.gz,bcereus,-,7,49,,12,2,36,11
GCF_009935575.fna.gz,bcereus,752,21,198,6,8,4,7,93
GCF_010223795.fna.gz,bcereus,157,7,47,8,12,2,25,7
GCF_010580665.fna.gz,bcereus,1673,7,14,71,29,267,14,172
GCF_012395395.fna.gz,bcereus,427,10,8,8,11,9,12,122
GCF_013267775.fna.gz,bcereus,1263,89,124,1,16,18,33,34
GCF_015071065.fna.gz,bcereus,-,,,,,,,
GCF_016483175.fna.gz,bcereus,734,11,22,10,165,83,23,25
GCF_007666925.fna.gz,bcereus,177,10,9,47,11,68,12,13
GCF_007677075.fna.gz,bcereus,1150,7,13,8,19,2,17,33
GCF_007677365.fna.gz,bcereus,1662,10,9,8,11,9,12,13
GCF_007679745.fna.gz,bcereus,-,8,40,8,30,2,17,14
GCF_007923085.fna.gz,bcereus,156,7,14,9,12,12,25,40
GCF_008416285.fna.gz,bcereus,990,24,93,1,1,51,37,65
GCF_008923485.fna.gz,bcereus,1265,13,7,7,2,93,26,15
GCF_010578205.fna.gz,bcereus,1673,7,14,71,29,267,14,172
GCF_011765305.fna.gz,bcereus,427,10,8,8,11,9,12,122
GCF_013267255.fna.gz,bcereus,-,142,14,8,12,2,36,40
GCF_013303115.fna.gz,bcereus,1465,10,8,8,14,9,12,122
GCF_015845455.fna.gz,bcereus,1123,15,12,6,9,4,173,16
GCF_003332225.fna.gz,bcereus,1959,7,166,8,26,2,36,40
GCF_003439755.fna.gz,bcereus,975,2,21,2,5,114,3,19
GCF_003568565.fna.gz,bcereus,1436,10,68,8,30,9,12,12
GCF_004006495.fna.gz,bcereus,12,13,7,7,2,7,10,15
GCF_004306995.fna.gz,bcereus,932,128,223,116,174,205,171,202
GCF_004378425.fna.gz,bcereus,2320,23,148,8,28,4,12,14
GCF_005217265.fna.gz,bcereus,-,7,336,17,178,24,35,12
GCF_005707595.fna.gz,bcereus,1241,17,8,8,10,8,17,241
GCF_006349735.fna.gz,bcereus,-,17,,8,19,9,17,13
GCF_007667625.fna.gz,bcereus,-,7,49,9,12,12,14,37
GCF_008041975.fna.gz,bcereus,73,31,9,8,14,9,12,13
GCF_008682215.fna.gz,bcereus,56,13,7,7,2,7,26,15
GCF_008923565.fna.gz,bcereus,2781,7,48,8,45,58,87,285
GCF_009739965.fna.gz,bcereus,73,31,9,8,14,9,12,13
GCF_009935625.fna.gz,bcereus,752,21,198,6,8,4,7,93
GCF_010232525.fna.gz,bcereus,157,7,47,8,12,2,25,7
GCF_010580675.fna.gz,bcereus,1673,7,14,71,29,267,14,172
GCF_012395425.fna.gz,bcereus,-,21,,6,9,4,7,93
GCF_013284425.fna.gz,bcereus,799,10,8,8,107,9,12,13
GCF_015071115.fna.gz,bcereus,-,,,,,,,
GCF_016483205.fna.gz,bcereus,-,18,,21,68,,32,26
GCF_004023705.fna.gz,bcereus,1437,43,83,1,1,55,37,247
GCF_004330325.fna.gz,bcereus,163,24,32,1,16,18,33,44
GCF_004801195.fna.gz,bcereus,1437,43,83,1,1,55,37,247
GCF_005217675.fna.gz,bcereus,257,13,7,7,2,5,10,15
GCF_006349695.fna.gz,bcereus,8,7,16,8,13,2,16,7
GCF_006864345.fna.gz,bcereus,496,10,9,8,135,9,12,12
GCF_007678085.fna.gz,bcereus,-,,,,,,,
GCF_007678855.fna.gz,bcereus,247,68,95,61,92,92,77,105
GCF_007679475.fna.gz,bcereus,73,31,9,8,14,9,12,13
GCF_007680615.fna.gz,bcereus,2660,7,412,9,18,20,288,22
GCF_008375355.fna.gz,bcereus,1331,180,14,9,12,12,14,11
GCF_008682265.fna.gz,bcereus,1265,13,7,7,2,93,26,15
GCF_008923575.fna.gz,bcereus,1265,13,7,7,2,93,26,15
GCF_009739985.fna.gz,bcereus,-,53,36,8,30,29,17,14
GCF_009935655.fna.gz,bcereus,752,21,198,6,8,4,7,93
GCF_010577945.fna.gz,bcereus,253,7,48,8,45,58,87,14
GCF_010993515.fna.gz,bcereus,1673,7,14,71,29,267,14,172
GCF_013112375.fna.gz,bcereus,177,10,9,47,11,68,12,13
GCF_013284445.fna.gz,bcereus,960,7,15,8,12,2,16,7
GCF_015645275.fna.gz,bcereus,427,10,8,8,11,9,12,122
GCF_016483245.fna.gz,bcereus,487,30,143,26,133,91,41,83
GCF_004681985.fna.gz,bcereus,1317,10,68,8,30,9,62,13
GCF_005217375.fna.gz,bcereus,257,13,7,7,2,5,10,15
GCF_006094295.fna.gz,bcereus,4,7,8,8,11,11,12,13
GCF_006349775.fna.gz,bcereus,959,7,14,9,18,20,14,37
GCF_008682285.fna.gz,bcereus,-,13,7,7,,93,26,15
GCF_010578105.fna.gz,bcereus,-,10,40,17,19,8,17,13
GCF_010993575.fna.gz,bcereus,1673,7,14,71,29,267,14,172
GCF_013177495.fna.gz,bcereus,-,,51,1,1,50,52,
GCF_013284455.fna.gz,bcereus,395,53,8,8,11,4,12,13
GCF_015845135.fna.gz,bcereus,-,21,170,6,9,242,7,69
GCF_016483265.fna.gz,bcereus,-,79,104,139,,221,92,108
GCF_016483285.fna.gz,bcereus,12,13,7,7,2,7,10,15
GCF_016483295.fna.gz,bcereus,-,11,22,10,15,35,9,8
GCF_016483305.fna.gz,bcereus,56,13,7,7,2,7,26,15
GCF_016483345.fna.gz,bcereus,886,30,35,50,125,70,41,43
GCF_016483355.fna.gz,bcereus,12,13,7,7,2,7,10,15
GCF_016483385.fna.gz,bcereus,4,7,8,8,11,11,12,13
GCF_016483395.fna.gz,bcereus,-,,274,13,253,84,44,134
GCF_016483425.fna.gz,bcereus,12,13,7,7,2,7,10,15
GCF_016483445.fna.gz,bcereus,278,30,35,26,42,39,71,83
GCF_016483455.fna.gz,bcereus,2009,264,78,26,42,334,71,43
GCF_016483465.fna.gz,bcereus,56,13,7,7,2,7,26,15
GCF_016483475.fna.gz,bcereus,-,,,,,,,
GCF_016483525.fna.gz,bcereus,-,190,271,5,240,281,183,
GCF_016483545.fna.gz,bcereus,-,30,35,,40,39,41,43
GCF_016483555.fna.gz,bcereus,-,26,,35,22,96,20,
GCF_016483575.fna.gz,bcereus,-,30,78,26,90,273,220,87
GCF_016483605.fna.gz,bcereus,-,30,78,,90,273,41,87
GCF_016483615.fna.gz,bcereus,23,13,7,7,2,5,8,15
GCF_016483645.fna.gz,bcereus,434,18,126,21,104,78,32,26
GCF_016483665.fna.gz,bcereus,428,79,130,51,121,109,92,108
GCF_016483685.fna.gz,bcereus,-,,227,115,200,195,170,274
GCF_016483705.fna.gz,bcereus,-,26,,56,188,64,96,110
GCF_016483725.fna.gz,bcereus,616,80,117,53,71,113,93,81
GCF_016483765.fna.gz,bcereus,1009,21,170,6,9,4,7,16
GCF_016483785.fna.gz,bcereus,223,63,35,26,42,39,41,43
GCF_016483835.fna.gz,bcereus,-,7,,8,,58,87,285
GCF_016483925.fna.gz,bcereus,-,7,48,,45,58,51,14
GCF_016580425.fna.gz,bcereus,1119,24,71,1,16,18,33,34
GCF_016632305.fna.gz,bcereus,-,7,151,9,18,12,14,117
GCF_016727405.fna.gz,bcereus,1949,7,44,8,19,2,17,33
GCF_016757815.fna.gz,bcereus,365,24,32,1,1,18,33,34
GCF_016757835.fna.gz,bcereus,365,24,32,1,1,18,33,34
GCF_016757865.fna.gz,bcereus,24,10,9,8,14,11,12,12
GCF_016757895.fna.gz,bcereus,365,24,32,1,1,18,33,34
GCF_016757935.fna.gz,bcereus,73,31,9,8,14,9,12,13
GCF_016758415.fna.gz,bcereus,365,24,32,1,1,18,33,34
GCF_016758475.fna.gz,bcereus,73,31,9,8,14,9,12,13
GCF_016758515.fna.gz,bcereus,24,10,9,8,14,11,12,12
GCF_016758535.fna.gz,bcereus,1284,43,83,1,1,239,37,247
GCF_016758545.fna.gz,bcereus,2096,7,14,8,11,2,36,91
GCF_016758575.fna.gz,bcereus,24,10,9,8,14,11,12,12
GCF_016758645.fna.gz,bcereus,163,24,32,1,16,18,33,44
GCF_016774535.fna.gz,bcereus,752,21,198,6,8,4,7,93
GCF_016774555.fna.gz,bcereus,1595,7,48,8,45,58,87,208
GCF_016774575.fna.gz,bcereus,177,10,9,47,11,68,12,13
GCF_016900175.fna.gz,bcereus,19,8,9,8,11,11,12,12
GCF_016917795.fna.gz,bcereus,1265,13,7,7,2,93,26,15
GCF_017356065.fna.gz,bcereus,33,7,18,9,18,20,19,22
GCF_018221445.fna.gz,bcereus,73,31,9,8,14,9,12,13
GCF_018221485.fna.gz,bcereus,1119,24,71,1,16,18,33,34
GCF_018221505.fna.gz,bcereus,267,24,32,52,70,55,37,79
GCF_018221525.fna.gz,bcereus,-,7,13,8,30,2,17,14
GCF_018221535.fna.gz,bcereus,12,13,7,7,2,7,10,15
GCF_018221565.fna.gz,bcereus,1431,10,8,8,11,9,12,13
GCF_018309125.fna.gz,bcereus,-,24,,1,,51,37,56
GCF_018309145.fna.gz,bcereus,-,99,,23,116,38,43,3
GCF_018499925.fna.gz,bcereus,4,7,8,8,11,11,12,13
GCF_900094775.fna.gz,bcereus,2107,49,66,41,356,42,61,71
GCF_900094905.fna.gz,bcereus,1007,32,236,36,231,54,179,222
GCF_900155895.fna.gz,bcereus,2105,127,266,95,166,327,192,155
GCF_900176915.fna.gz,bcereus,1263,89,124,1,16,18,33,34
GCF_900176955.fna.gz,bcereus,73,31,9,8,14,9,12,13
GCF_900176965.fna.gz,bcereus,1223,43,83,1,1,230,37,55
GCF_900176995.fna.gz,bcereus,24,10,9,8,14,11,12,12
GCF_900177025.fna.gz,bcereus,745,10,9,8,192,11,12,12
GCF_900445335.fna.gz,bcereus,23,13,7,7,2,5,8,15
GCF_900445375.fna.gz,bcereus,33,7,18,9,18,20,19,22
GCF_000833045.fna.gz,bcereus,908,88,119,124,116,119,108,115
GCF_018309165.fna.gz,bcereus,-,,9,8,28,4,12,13
GCF_018884185.fna.gz,bcereus,760,21,29,6,46,4,8,15
GCF_900094845.fna.gz,bcereus,794,138,203,110,94,42,153,173
GCF_900095125.fna.gz,bcereus,616,80,117,53,71,113,93,81
GCF_900176805.fna.gz,bcereus,177,10,9,47,11,68,12,13
GCF_900176935.fna.gz,bcereus,1236,7,9,8,11,9,12,13
GCF_900176975.fna.gz,bcereus,26,4,31,2,5,16,3,3
GCF_903545225.fna.gz,bcereus,26,4,31,2,5,16,3,3
GCF_000181615.fna.gz,bcereus,1448,7,280,71,29,24,14,172
GCF_900750765.fna.gz,bcereus,2320,23,148,8,28,4,12,14
GCF_000291665.fna.gz,bcereus,723,103,193,78,169,164,143,158
GCF_000292415.fna.gz,bcereus,90,3,41,4,5,43,46,6
GCF_000161015.fna.gz,bcereus,38,19,50,12,21,23,31,24
GCF_905221555.fna.gz,bcereus,24,10,9,8,14,11,12,12
GCF_000399245.fna.gz,bcereus,1012,79,104,51,120,110,180,26
GCF_000399285.fna.gz,bcereus,746,145,117,53,193,113,93,81
GCF_900445355.fna.gz,bcereus,4,7,8,8,11,11,12,13
GCF_905221595.fna.gz,bcereus,74,32,37,27,41,40,42,42
GCF_000007825.fna.gz,bcereus,921,169,8,125,11,11,12,13
GCF_000290795.fna.gz,bcereus,17,5,11,8,11,9,13,12
GCF_000290815.fna.gz,bcereus,111,30,35,26,42,39,41,43
GCF_000161055.fna.gz,bcereus,24,10,9,8,14,11,12,12
GCF_000291515.fna.gz,bcereus,947,103,186,78,169,164,143,219
GCF_000291535.fna.gz,bcereus,959,7,14,9,18,20,14,37
GCF_000399225.fna.gz,bcereus,26,4,31,2,5,16,3,3
GCF_000399265.fna.gz,bcereus,783,37,228,120,209,4,114,126
GCF_000003645.fna.gz,bcereus,45,2,21,14,5,19,3,19
GCF_000143605.fna.gz,bcereus,935,5,83,1,1,18,29,34
GCF_000160935.fna.gz,bcereus,18,7,14,9,12,12,14,11
GCF_000161135.fna.gz,bcereus,145,24,52,1,1,1,37,65
GCF_000290775.fna.gz,bcereus,1454,7,283,8,45,58,87,208
GCF_000290835.fna.gz,bcereus,1457,65,287,128,222,203,204,212
GCF_000291475.fna.gz,bcereus,1449,172,281,116,170,207,144,215
GCF_000293505.fna.gz,bcereus,223,63,35,26,42,39,41,43
GCF_000399525.fna.gz,bcereus,664,79,79,51,121,109,92,108
GCF_000399545.fna.gz,bcereus,1063,7,18,9,220,20,19,22
GCF_000832525.fna.gz,bcereus,2001,5,33,200,37,34,38,24
GCF_000003955.fna.gz,bcereus,932,128,223,116,174,205,171,202
GCF_000290755.fna.gz,bcereus,962,7,8,8,7,9,12,13
GCF_000290855.fna.gz,bcereus,1456,176,282,118,226,210,185,220
GCF_000291455.fna.gz,bcereus,8,7,16,8,13,2,16,7
GCF_000293545.fna.gz,bcereus,977,61,104,21,68,27,32,26
GCF_000160895.fna.gz,bcereus,33,7,18,9,18,20,19,22
GCF_000161095.fna.gz,bcereus,196,11,79,10,36,56,22,64
GCF_000291155.fna.gz,bcereus,1012,79,104,51,120,110,180,26
GCF_000291195.fna.gz,bcereus,230,13,87,7,2,96,26,15
GCF_000399585.fna.gz,bcereus,-,173,120,18,24,,30,109
GCF_000399605.fna.gz,bcereus,1346,175,120,18,24,31,30,109
GCF_000291435.fna.gz,bcereus,959,7,14,9,18,20,14,37
GCF_000293685.fna.gz,bcereus,8,7,16,8,13,2,16,7
GCF_000290955.fna.gz,bcereus,257,13,7,7,2,5,10,15
GCF_000291035.fna.gz,bcereus,928,170,145,20,8,4,8,15
GCF_000161115.fna.gz,bcereus,4,7,8,8,11,11,12,13
GCF_000399205.fna.gz,bcereus,26,4,31,2,5,16,3,3
GCF_000399345.fna.gz,bcereus,8,7,16,8,13,2,16,7
GCF_000399145.fna.gz,bcereus,448,18,79,10,66,75,22,64
GCF_000399165.fna.gz,bcereus,934,128,223,116,223,118,107,213
GCF_000293525.fna.gz,bcereus,223,63,35,26,42,39,41,43
GCF_000293705.fna.gz,bcereus,914,167,5,10,216,200,136,18
GCF_000398965.fna.gz,bcereus,916,11,189,103,176,202,145,165
GCF_000399005.fna.gz,bcereus,783,37,228,120,209,4,114,126
GCF_000161035.fna.gz,bcereus,46,7,13,8,10,8,17,33
GCF_000399305.fna.gz,bcereus,197,13,7,7,2,7,8,15
GCF_000399325.fna.gz,bcereus,506,7,147,8,44,2,36,40
GCF_000290735.fna.gz,bcereus,363,81,9,8,107,9,12,13
GCF_000290875.fna.gz,bcereus,1443,2,234,2,5,208,18,19
GCF_000291415.fna.gz,bcereus,506,7,147,8,44,2,36,40
GCF_000293725.fna.gz,bcereus,968,39,23,20,8,4,64,15
GCF_000398945.fna.gz,bcereus,23,13,7,7,2,5,8,15
GCF_000398985.fna.gz,bcereus,1452,11,5,10,216,201,205,23
GCF_000773635.fna.gz,bcereus,787,7,14,71,29,24,14,172
GCF_000291175.fna.gz,bcereus,286,11,109,10,66,75,22,64
GCF_000291215.fna.gz,bcereus,22,23,8,8,11,9,12,12
GCF_000399465.fna.gz,bcereus,1447,128,223,129,225,118,171,216
GCF_000399485.fna.gz,bcereus,-,173,120,18,24,,30,109
GCF_000291355.fna.gz,bcereus,1451,177,243,131,227,211,203,221
GCF_000291395.fna.gz,bcereus,973,30,35,74,40,39,41,43
GCF_000290975.fna.gz,bcereus,1444,11,5,10,218,151,136,152
GCF_000290995.fna.gz,bcereus,164,4,63,2,5,36,3,3
GCF_000832865.fna.gz,bcereus,62,24,32,1,1,18,33,38
GCF_000835185.fna.gz,bcereus,145,24,52,1,1,1,37,65
GCF_000008005.fna.gz,bcereus,32,16,3,4,4,15,6,5
GCF_000291235.fna.gz,bcereus,26,4,31,2,5,16,3,3
GCF_000290715.fna.gz,bcereus,1458,10,68,8,11,245,12,210
GCF_000291135.fna.gz,bcereus,1453,19,285,1,214,18,29,206
GCF_000399365.fna.gz,bcereus,8,7,16,8,13,2,16,7
GCF_000399445.fna.gz,bcereus,223,63,35,26,42,39,41,43
GCF_000291075.fna.gz,bcereus,952,178,249,132,228,213,190,64
GCF_000013065.fna.gz,bcereus,266,4,21,2,17,36,3,3
GCF_000161155.fna.gz,bcereus,111,30,35,26,42,39,41,43
GCF_000161235.fna.gz,bcereus,498,24,144,1,136,55,37,100
GCF_000291255.fna.gz,bcereus,922,7,48,8,219,58,87,208
GCF_000399125.fna.gz,bcereus,964,7,9,8,81,60,12,14
GCF_000399505.fna.gz,bcereus,8,7,16,8,13,2,16,7
GCF_000293745.fna.gz,bcereus,223,63,35,26,42,39,41,43
GCF_000399565.fna.gz,bcereus,1446,10,13,126,19,29,17,33
GCF_000011625.fna.gz,bcereus,908,88,119,124,116,119,108,115
GCF_000161175.fna.gz,bcereus,511,8,9,8,28,9,12,13
GCF_000161255.fna.gz,bcereus,-,106,,83,141,,125,142
GCF_000398785.fna.gz,bcereus,257,13,7,7,2,5,10,15
GCF_000290675.fna.gz,bcereus,670,11,5,10,15,17,9,18
GCF_000290915.fna.gz,bcereus,321,11,5,10,15,17,23,23
GCF_000338315.fna.gz,bcereus,120,36,3,4,4,46,6,6
GCF_000291055.fna.gz,bcereus,934,128,223,116,223,118,107,213
GCF_000291115.fna.gz,bcereus,72,30,35,26,40,39,41,43
GCF_000160915.fna.gz,bcereus,108,24,32,1,16,18,33,38
GCF_000291295.fna.gz,bcereus,1450,18,104,87,69,103,202,218
GCF_000399625.fna.gz,bcereus,978,80,117,53,193,113,93,81
GCF_000412975.fna.gz,bcereus,2387,21,145,20,8,4,281,15
GCF_000399105.fna.gz,bcereus,783,37,228,120,209,4,114,126
GCF_000399185.fna.gz,bcereus,23,13,7,7,2,5,8,15
GCF_000399385.fna.gz,bcereus,278,30,35,26,42,39,71,83
GCF_000832845.fna.gz,bcereus,38,19,50,12,21,23,31,24
GCF_000399405.fna.gz,bcereus,223,63,35,26,42,39,41,43
GCF_000399645.fna.gz,bcereus,946,80,117,53,71,209,93,81
GCF_000399425.fna.gz,bcereus,1445,168,22,10,36,57,23,64
GCF_000440035.fna.gz,bcereus,975,2,21,2,5,114,3,19
GCF_000440055.fna.gz,bcereus,975,2,21,2,5,114,3,19
GCF_000021205.fna.gz,bcereus,89,17,40,8,19,2,17,14
GCF_000161195.fna.gz,bcereus,471,30,35,50,125,128,41,43
GCF_000161275.fna.gz,bcereus,501,7,14,8,26,138,50,7
GCF_000291275.fna.gz,bcereus,938,91,122,2,5,19,3,217
GCF_000412315.fna.gz,bcereus,972,30,35,26,42,39,41,83
GCF_000518025.fna.gz,bcereus,1099,10,241,8,11,9,12,227
GCF_000399025.fna.gz,bcereus,960,7,15,8,12,2,16,7
GCF_000399065.fna.gz,bcereus,783,37,228,120,209,4,114,126
GCF_000399085.fna.gz,bcereus,783,37,228,120,209,4,114,126
GCF_000161215.fna.gz,bcereus,223,63,35,26,42,39,41,43
GCF_000832405.fna.gz,bcereus,11,24,32,1,1,33,37,34
GCF_000290935.fna.gz,bcereus,26,4,31,2,5,16,3,3
GCF_000021225.fna.gz,bcereus,26,4,31,2,5,16,3,3
GCF_000161355.fna.gz,bcereus,142,7,8,8,11,9,12,13
GCF_000283675.fna.gz,bcereus,26,4,31,2,5,16,3,3
GCF_000161375.fna.gz,bcereus,953,179,149,133,229,214,122,59
GCF_000290655.fna.gz,bcereus,670,11,5,10,15,17,9,18
GCF_000021305.fna.gz,bcereus,56,13,7,7,2,7,26,15
GCF_000161295.fna.gz,bcereus,505,30,78,26,42,39,41,87
GCF_000022505.fna.gz,bcereus,11,24,32,1,1,33,37,34
GCF_000161395.fna.gz,bcereus,932,128,223,116,174,205,171,202
GCF_000021785.fna.gz,bcereus,460,24,56,1,1,1,53,65
GCF_000161315.fna.gz,bcereus,168,7,72,28,26,2,65,47
GCF_000239195.fna.gz,bcereus,75,24,32,1,1,18,33,44
GCF_000256545.fna.gz,bcereus,975,2,21,2,5,114,3,19
