Genome,Scheme,ST,ldh,cat,lhkA,abcZ,dapE,dat,bglA
GCF_002775985.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002776065.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002776175.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002776295.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002848505.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002878785.fna.gz,lmonocytogenes,31,8,10,1,7,19,9,14
GCF_002879055.fna.gz,lmonocytogenes,199,26,15,1,9,6,8,10
GCF_002879215.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002879475.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002915025.fna.gz,lmonocytogenes,389,1,12,5,52,71,2,1
GCF_002915795.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002915815.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002915855.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002776235.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002776365.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002878715.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002878855.fna.gz,lmonocytogenes,31,8,10,1,7,19,9,14
GCF_002879115.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002879335.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002879515.fna.gz,lmonocytogenes,199,26,15,1,9,6,8,10
GCF_002915655.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_003002315.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003002335.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002915665.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002916115.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002916135.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002557645.fna.gz,lmonocytogenes,369,3,8,41,53,67,13,47
GCF_002740915.fna.gz,lmonocytogenes,1347,28,9,5,3,3,3,9
GCF_002760555.fna.gz,lmonocytogenes,34,15,6,1,6,4,1,5
GCF_002775695.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002775815.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002775895.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002775975.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002776055.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002776135.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002776275.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_002836935.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002878775.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002878895.fna.gz,lmonocytogenes,635,6,3,1,23,30,6,29
GCF_002879155.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002879415.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_002912185.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002912205.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002915045.fna.gz,lmonocytogenes,639,1,12,5,3,3,69,1
GCF_002915835.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002878955.fna.gz,lmonocytogenes,635,6,3,1,23,30,6,29
GCF_002878975.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002878985.fna.gz,lmonocytogenes,635,6,3,1,23,30,6,29
GCF_002878995.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002879175.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002879435.fna.gz,lmonocytogenes,-,26,15,1,9,6,8,
GCF_002912285.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002915735.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_003045485.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045545.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045605.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003054915.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003097435.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_002915865.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_002915895.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002915915.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_002915935.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002915955.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002915975.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002915995.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002916015.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002916035.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002916055.fna.gz,lmonocytogenes,88,1,12,4,12,1,3,12
GCF_002916065.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002916095.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_002916145.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002916165.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002916215.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002966935.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003002155.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003002195.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003002235.fna.gz,lmonocytogenes,73,11,1,3,3,1,3,1
GCF_003002265.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003002345.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003002355.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003002395.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003002435.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003002475.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003002515.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003002555.fna.gz,lmonocytogenes,1207,105,9,5,3,3,3,9
GCF_003002595.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003002635.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003002735.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003002775.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003002835.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003004035.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003004095.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003011225.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003011275.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011315.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011355.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003011395.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011435.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011475.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011515.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011555.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003011585.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011635.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003011675.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011715.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011755.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003020625.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003020665.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003030405.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003031915.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003031955.fna.gz,lmonocytogenes,222,2,15,14,21,8,6,6
GCF_003032055.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003043895.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003045205.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045255.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045305.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045345.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045385.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045425.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045465.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045525.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045585.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003054735.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003097415.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_002916195.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002953995.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_002969195.fna.gz,lmonocytogenes,477,183,6,1,6,4,1,5
GCF_003002175.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003002215.fna.gz,lmonocytogenes,392,94,12,2,2,3,3,4
GCF_003002255.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003002295.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003002415.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003002445.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003002495.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003002535.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003002575.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_003002615.fna.gz,lmonocytogenes,1395,127,9,5,3,3,3,9
GCF_003002655.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003002675.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_003002695.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003002705.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003002755.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003002785.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003003965.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003004055.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003011215.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003011235.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011295.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003011335.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011375.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011415.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011445.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011495.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011535.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003011575.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003011615.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011655.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011695.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011735.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003011795.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003020645.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003030165.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003031895.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_003031935.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_003031975.fna.gz,lmonocytogenes,199,26,15,1,9,6,8,10
GCF_003032075.fna.gz,lmonocytogenes,510,200,6,1,6,4,1,5
GCF_003045185.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045225.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045285.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045325.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045365.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045405.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045445.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045505.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045565.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003045625.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003057495.fna.gz,lmonocytogenes,194,1,27,5,3,3,4,18
GCF_003097455.fna.gz,lmonocytogenes,517,1,4,4,11,26,3,3
GCF_003121665.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003121685.fna.gz,lmonocytogenes,240,1,1,3,2,17,2,1
GCF_003129705.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003129725.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003129735.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003129765.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003129775.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003129785.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003129825.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003129845.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003129865.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003129875.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003144075.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003173095.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003173105.fna.gz,lmonocytogenes,35,4,6,1,6,20,1,5
GCF_003173135.fna.gz,lmonocytogenes,35,4,6,1,6,20,1,5
GCF_003173145.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003173165.fna.gz,lmonocytogenes,2424,90,4,5,4,3,2,425
GCF_003173195.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003173215.fna.gz,lmonocytogenes,568,231,94,76,85,102,61,75
GCF_003186815.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_003186835.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_003186845.fna.gz,lmonocytogenes,551,3,88,1,5,29,5,6
GCF_003186885.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003186895.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003186925.fna.gz,lmonocytogenes,643,26,3,6,5,5,1,7
GCF_003186945.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003186965.fna.gz,lmonocytogenes,643,26,3,6,5,5,1,7
GCF_003186985.fna.gz,lmonocytogenes,1217,37,8,1,8,8,6,6
GCF_003187005.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_003187025.fna.gz,lmonocytogenes,330,1,11,2,34,60,3,39
GCF_003187045.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003187055.fna.gz,lmonocytogenes,217,5,1,3,1,3,7,9
GCF_003187085.fna.gz,lmonocytogenes,395,26,63,1,7,6,1,14
GCF_003187105.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003187115.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003187145.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003187155.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003187185.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003187205.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003187225.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003187235.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003187265.fna.gz,lmonocytogenes,392,94,12,2,2,3,3,4
GCF_003187285.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003187295.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003187325.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003187345.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_003187355.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_003187385.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003187405.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003187425.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003187435.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003187465.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003187475.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003187485.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003187525.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003187535.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003187565.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003187585.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003187645.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003187805.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003187815.fna.gz,lmonocytogenes,226,96,17,1,7,6,1,10
GCF_003187985.fna.gz,lmonocytogenes,360,2,17,1,7,6,5,6
GCF_003188025.fna.gz,lmonocytogenes,226,96,17,1,7,6,1,10
GCF_003188065.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003188145.fna.gz,lmonocytogenes,360,2,17,1,7,6,5,6
GCF_003188185.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003188195.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003188265.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003188385.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003188425.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_003188435.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_003188505.fna.gz,lmonocytogenes,292,3,2,1,57,29,5,6
GCF_003188645.fna.gz,lmonocytogenes,292,3,2,1,57,29,5,6
GCF_003188685.fna.gz,lmonocytogenes,292,3,2,1,57,29,5,6
GCF_003188745.fna.gz,lmonocytogenes,19,24,19,1,7,6,1,6
GCF_003188825.fna.gz,lmonocytogenes,19,24,19,1,7,6,1,6
GCF_003188835.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003188945.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003189005.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003189065.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003189125.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003189205.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003189325.fna.gz,lmonocytogenes,451,4,10,1,7,21,1,5
GCF_003189465.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003189535.fna.gz,lmonocytogenes,-,3,2,,5,29,5,6
GCF_003189685.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003189805.fna.gz,lmonocytogenes,376,2,3,1,5,6,1,5
GCF_003189865.fna.gz,lmonocytogenes,376,2,3,1,5,6,1,5
GCF_003190005.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003190105.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003190345.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_003190395.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003190625.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003190725.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003190825.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003190965.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003191065.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003191165.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003191285.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003191425.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003191505.fna.gz,lmonocytogenes,199,26,15,1,9,6,8,10
GCF_003191685.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003265055.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003265075.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003189245.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003189405.fna.gz,lmonocytogenes,451,4,10,1,7,21,1,5
GCF_003189525.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_003189625.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003189785.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003189945.fna.gz,lmonocytogenes,19,24,19,1,7,6,1,6
GCF_003190045.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003190205.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003190385.fna.gz,lmonocytogenes,71,35,21,13,18,24,17,11
GCF_003190405.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_003190665.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003190735.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_003190865.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003190975.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003191085.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003191265.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_003191365.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003191465.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003191625.fna.gz,lmonocytogenes,1020,344,16,1,7,7,5,10
GCF_003265045.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003265065.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003265125.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003268755.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003344525.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003344725.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003344745.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003384055.fna.gz,lmonocytogenes,364,26,8,1,7,7,1,10
GCF_003388775.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003388795.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003388815.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003388825.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003388855.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003388865.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003388885.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003390115.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003390155.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003390165.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003390195.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003390205.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003390235.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003390255.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003390275.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003390475.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_003409075.fna.gz,lmonocytogenes,328,131,1,3,3,1,3,1
GCF_003417825.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003417835.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_003418065.fna.gz,lmonocytogenes,563,227,92,73,84,101,59,75
GCF_003418085.fna.gz,lmonocytogenes,557,157,64,55,27,74,22,54
GCF_003418125.fna.gz,lmonocytogenes,554,5,9,5,2,1,3,1
GCF_003418165.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003418175.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_003418535.fna.gz,lmonocytogenes,554,5,9,5,2,1,3,1
GCF_003418585.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003433415.fna.gz,lmonocytogenes,308,1,1,3,3,1,18,1
GCF_003433435.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003433455.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003433475.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003433495.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003433535.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003433575.fna.gz,lmonocytogenes,292,3,2,1,57,29,5,6
GCF_003433595.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_003586565.fna.gz,lmonocytogenes,2367,629,12,3,1,3,2,2
GCF_003586575.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_003586625.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003586635.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003586665.fna.gz,lmonocytogenes,226,96,17,1,7,6,1,10
GCF_003586685.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003586705.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_003586715.fna.gz,lmonocytogenes,1303,423,3,1,7,10,5,7
GCF_003586745.fna.gz,lmonocytogenes,1306,422,10,1,7,4,5,7
GCF_003586765.fna.gz,lmonocytogenes,350,10,1,3,3,1,3,1
GCF_003586775.fna.gz,lmonocytogenes,517,1,4,4,11,26,3,3
GCF_003586805.fna.gz,lmonocytogenes,36,4,8,1,16,7,13,5
GCF_003586825.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
