Genome,Scheme,ST,gdh,gyd,pstS,gki,aroE,xpt,yqiL,clonal_complex
GCF_004103105.fna.gz,efaecalis,476,17,2,1,3,14,14,1,
GCF_004103125.fna.gz,efaecalis,new_alleles,~41,5,7,~85,~4,~5,2,
GCF_004120275.fna.gz,efaecalis,82,12,6,28,29,7,10,20,
GCF_004120285.fna.gz,efaecalis,59,14,2,18,10,16,2,12,
GCF_004120295.fna.gz,efaecalis,325,12,6,28,29,7,2,20,
GCF_004120305.fna.gz,efaecalis,76,22,6,7,26,22,4,4,
GCF_004120315.fna.gz,efaecalis,325,12,6,28,29,7,2,20,
GCF_004125565.fna.gz,efaecalis,192,42,1,43,52,39,4,41,
GCF_004125575.fna.gz,efaecalis,76,22,6,7,26,22,4,4,
GCF_004125585.fna.gz,efaecalis,314,9,6,4,49,11,15,61,
GCF_004125635.fna.gz,efaecalis,116,17,2,22,1,14,14,1,
GCF_004125655.fna.gz,efaecalis,82,12,6,28,29,7,10,20,
GCF_004125665.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_004125675.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_004125695.fna.gz,efaecalis,202,1,7,9,1,1,10,1,
GCF_004125715.fna.gz,efaecalis,314,9,6,4,49,11,15,61,
GCF_004125765.fna.gz,efaecalis,177,15,2,37,37,39,15,11,
GCF_004125775.fna.gz,efaecalis,325,12,6,28,29,7,2,20,
GCF_004125915.fna.gz,efaecalis,59,14,2,18,10,16,2,12,
GCF_004125925.fna.gz,efaecalis,282,14,6,6,13,11,11,8,
GCF_004125935.fna.gz,efaecalis,282,14,6,6,13,11,11,8,
GCF_004125945.fna.gz,efaecalis,new_ST,9,4,46,49,11,15,61,
GCF_004125955.fna.gz,efaecalis,new_ST,9,4,46,49,11,15,61,
GCF_004126015.fna.gz,efaecalis,177,15,2,37,37,39,15,11,
GCF_004126025.fna.gz,efaecalis,new_ST,9,4,46,49,11,15,61,
GCF_004126035.fna.gz,efaecalis,165,15,2,37,1,17,15,11,
GCF_004126045.fna.gz,efaecalis,82,12,6,28,29,7,10,20,
GCF_004126065.fna.gz,efaecalis,177,15,2,37,37,39,15,11,
GCF_004126115.fna.gz,efaecalis,82,12,6,28,29,7,10,20,
GCF_004126125.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_004126135.fna.gz,efaecalis,177,15,2,37,37,39,15,11,
GCF_004126155.fna.gz,efaecalis,new_ST,21,1,24,5,19,17,4,
GCF_004126175.fna.gz,efaecalis,314,9,6,4,49,11,15,61,
GCF_004126215.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_004126225.fna.gz,efaecalis,325,12,6,28,29,7,2,20,
GCF_004126235.fna.gz,efaecalis,165,15,2,37,1,17,15,11,
GCF_004126245.fna.gz,efaecalis,new_ST,14,1,1,15,39,20,53,
GCF_004126285.fna.gz,efaecalis,177,15,2,37,37,39,15,11,
GCF_004126315.fna.gz,efaecalis,174,12,7,3,5,41,34,5,
GCF_004126325.fna.gz,efaecalis,82,12,6,28,29,7,10,20,
GCF_004126335.fna.gz,efaecalis,177,15,2,37,37,39,15,11,
GCF_004126365.fna.gz,efaecalis,241,12,7,3,17,6,18,5,
GCF_004126865.fna.gz,efaecalis,228,45,5,44,53,48,41,42,
GCF_004168065.fna.gz,efaecalis,476,17,2,1,3,14,14,1,
GCF_004168075.fna.gz,efaecalis,859,12,6,37,29,39,1,11,
GCF_004168115.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_004306085.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_004332015.fna.gz,efaecalis,141,21,2,11,3,34,3,4,
GCF_004332035.fna.gz,efaecalis,489,68,1,70,72,1,63,12,
GCF_004793935.fna.gz,efaecalis,65,12,7,17,17,3,2,5,
GCF_004802475.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_005154485.fna.gz,efaecalis,55,3,7,23,1,9,16,7,
GCF_005158025.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_005234035.fna.gz,efaecalis,-,-,2,~7,10,23,18,26,
GCF_005234575.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_005234585.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005234635.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005234665.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005234675.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005234685.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005234735.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005234765.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005235315.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005235765.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005235795.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005235805.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005235825.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005235875.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005235885.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005235895.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005235935.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005235945.fna.gz,efaecalis,116,17,2,22,1,14,14,1,
GCF_005235975.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005235985.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236035.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236055.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236265.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236415.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236425.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236475.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236535.fna.gz,efaecalis,829,11,6,4,95,11,13,34,
GCF_005236595.fna.gz,efaecalis,116,17,2,22,1,14,14,1,
GCF_005236615.fna.gz,efaecalis,829,11,6,4,95,11,13,34,
GCF_005236635.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236695.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236705.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236755.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236765.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236775.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236795.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236835.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236845.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236855.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236865.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236885.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236915.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236945.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236965.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236975.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005236985.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237015.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237075.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237085.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237095.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237145.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237155.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237335.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237405.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237435.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237455.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237495.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237505.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237565.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237575.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237605.fna.gz,efaecalis,314,9,6,4,49,11,15,61,
GCF_005237635.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237655.fna.gz,efaecalis,314,9,6,4,49,11,15,61,
GCF_005237765.fna.gz,efaecalis,116,17,2,22,1,14,14,1,
GCF_005237795.fna.gz,efaecalis,314,9,6,4,49,11,15,61,
GCF_005237845.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237855.fna.gz,efaecalis,829,11,6,4,95,11,13,34,
GCF_005237895.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237915.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237925.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237955.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237965.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005237985.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238025.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238055.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238065.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238075.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238105.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238115.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238155.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238165.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238175.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238195.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238215.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238235.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238245.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238255.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238315.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238325.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238335.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238345.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238355.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238415.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238425.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238435.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238455.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238525.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238535.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238585.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238605.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238615.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238635.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238685.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238695.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238705.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238715.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238775.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238795.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238845.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238885.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238895.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238935.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005238955.fna.gz,efaecalis,108,1,2,30,13,37,22,32,
GCF_005484525.fna.gz,efaecalis,314,9,6,4,49,11,15,61,
GCF_005845015.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_005979285.fna.gz,efaecalis,691,14,2,82,10,16,2,12,
GCF_005979305.fna.gz,efaecalis,74,4,7,11,1,23,16,2,
GCF_006335085.fna.gz,efaecalis,476,17,2,1,3,14,14,1,
GCF_006349345.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_006364815.fna.gz,efaecalis,55,3,7,23,1,9,16,7,
GCF_006494835.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_006494855.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_006494875.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_006538865.fna.gz,efaecalis,105,4,1,11,21,21,2,2,
GCF_006539225.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_006541075.fna.gz,efaecalis,228,45,5,44,53,48,41,42,
GCF_006541085.fna.gz,efaecalis,new_alleles,~42,1,18,28,39,80,19,
GCF_006541095.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_006541115.fna.gz,efaecalis,new_alleles,~14,2,27,17,31,12,~57,
GCF_006541155.fna.gz,efaecalis,260,50,10,30,5,21,2,1,
GCF_006541185.fna.gz,efaecalis,76,22,6,7,26,22,4,4,
GCF_006541215.fna.gz,efaecalis,new_alleles,42,1,~43,52,39,4,41,
GCF_006541225.fna.gz,efaecalis,new_alleles,42,1,~43,52,39,4,41,
GCF_006541255.fna.gz,efaecalis,708,1,2,35,32,6,10,80,
GCF_006541265.fna.gz,efaecalis,new_ST,1,7,9,15,1,1,1,
GCF_006541295.fna.gz,efaecalis,new_alleles,3,~6,23,12,9,10,7,
GCF_006541305.fna.gz,efaecalis,228,45,5,44,53,48,41,42,
GCF_006541335.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_006541345.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_006541355.fna.gz,efaecalis,202,1,7,9,1,1,10,1,
GCF_006541395.fna.gz,efaecalis,228,45,5,44,53,48,41,42,
GCF_006541405.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_006541435.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_006541445.fna.gz,efaecalis,-,3,6,23,-,9,10,7,
GCF_006541465.fna.gz,efaecalis,76,22,6,7,26,22,4,4,
GCF_006541515.fna.gz,efaecalis,260,50,10,30,5,21,2,1,
GCF_006541525.fna.gz,efaecalis,new_alleles,9,5,29,25,4,3,~12,
GCF_006541545.fna.gz,efaecalis,260,50,10,30,5,21,2,1,
GCF_006541595.fna.gz,efaecalis,260,50,10,30,5,21,2,1,
GCF_006541655.fna.gz,efaecalis,260,50,10,30,5,21,2,1,
GCF_006541705.fna.gz,efaecalis,228,45,5,44,53,48,41,42,
GCF_006541715.fna.gz,efaecalis,192,42,1,43,52,39,4,41,
GCF_006541755.fna.gz,efaecalis,147,3,2,22,17,14,14,1,
GCF_006541775.fna.gz,efaecalis,260,50,10,30,5,21,2,1,
GCF_006541785.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_006541795.fna.gz,efaecalis,260,50,10,30,5,21,2,1,
GCF_006541805.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_006541855.fna.gz,efaecalis,84,14,1,25,27,25,19,19,
GCF_006541875.fna.gz,efaecalis,new_alleles,42,1,~43,52,39,4,41,
GCF_006541885.fna.gz,efaecalis,949,1,7,9,24,1,45,1,
GCF_006541905.fna.gz,efaecalis,new_alleles,59,~5,78,53,82,36,42,
GCF_006766145.fna.gz,efaecalis,695,12,2,17,32,88,79,4,
GCF_007034685.fna.gz,efaecalis,268,3,6,23,12,9,42,7,
GCF_007034765.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_007034845.fna.gz,efaecalis,268,3,6,23,12,9,42,7,
GCF_007034965.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_007035085.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_007035185.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_007035245.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_007035385.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_007035485.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_007035545.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_007035705.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_007035845.fna.gz,efaecalis,268,3,6,23,12,9,42,7,
GCF_007035945.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_007036085.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_007632055.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_008079175.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_008082095.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_008082415.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_008082585.fna.gz,efaecalis,new_alleles,~5,1,1,3,7,1,6,
GCF_008082705.fna.gz,efaecalis,55,3,7,23,1,9,16,7,
GCF_008082765.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_008082775.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_008082935.fna.gz,efaecalis,34,9,6,6,13,13,11,8,
GCF_008083055.fna.gz,efaecalis,new_ST,15,2,3,2,3,1,11,
GCF_008083105.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_008121035.fna.gz,efaecalis,new_ST,10,35,11,6,5,1,4,
GCF_008725805.fna.gz,efaecalis,29,6,5,4,16,11,13,10,
GCF_008726115.fna.gz,efaecalis,49,20,2,14,20,6,1,5,
GCF_009498155.fna.gz,efaecalis,591,5,1,1,3,7,17,6,
GCF_009498175.fna.gz,efaecalis,710,5,2,1,37,29,14,17,
GCF_009659745.fna.gz,efaecalis,new_alleles,3,2,7,10,10,~2,7,
GCF_009659875.fna.gz,efaecalis,1012,95,6,12,93,40,15,91,
GCF_009659905.fna.gz,efaecalis,444,14,1,3,22,19,1,14,
GCF_009662495.fna.gz,efaecalis,103,35,7,3,32,32,26,31,
GCF_009734505.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_009734525.fna.gz,efaecalis,768,27,29,11,21,4,2,1,
GCF_009734535.fna.gz,efaecalis,26,3,1,11,12,9,14,7,
GCF_009734545.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_009734605.fna.gz,efaecalis,207,4,4,46,3,2,1,3,
GCF_009734615.fna.gz,efaecalis,new_ST,12,7,7,5,39,2,36,
GCF_009734665.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_009734835.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_009734865.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_009734895.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_009734935.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_009734995.fna.gz,efaecalis,209,10,1,11,5,5,5,4,
GCF_009735055.fna.gz,efaecalis,326,2,7,39,65,3,4,2,
GCF_009735075.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_009735085.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_009735115.fna.gz,efaecalis,new_ST,12,5,30,5,3,20,12,
GCF_009735135.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_009735155.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_009735165.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_009735195.fna.gz,efaecalis,84,14,1,25,27,25,19,19,
GCF_009735235.fna.gz,efaecalis,674,14,6,7,42,13,35,28,
GCF_009735255.fna.gz,efaecalis,715,12,7,30,17,1,10,20,
GCF_009735275.fna.gz,efaecalis,277,12,6,53,60,55,47,3,
GCF_009735285.fna.gz,efaecalis,116,17,2,22,1,14,14,1,
GCF_009830455.fna.gz,efaecalis,170,12,6,28,29,7,1,20,
GCF_009830485.fna.gz,efaecalis,230,9,6,41,42,13,32,52,
GCF_009830505.fna.gz,efaecalis,480,1,1,22,22,7,17,6,
GCF_009830525.fna.gz,efaecalis,910,20,1,14,32,6,1,5,
GCF_009830535.fna.gz,efaecalis,632,27,1,1,32,6,2,23,
GCF_009830565.fna.gz,efaecalis,474,14,1,18,57,16,35,12,
GCF_009830585.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_009830615.fna.gz,efaecalis,474,14,1,18,57,16,35,12,
GCF_009830635.fna.gz,efaecalis,476,17,2,1,3,14,14,1,
GCF_009830655.fna.gz,efaecalis,new_alleles,4,~6,7,29,8,1,20,
GCF_009830675.fna.gz,efaecalis,476,17,2,1,3,14,14,1,
GCF_009830695.fna.gz,efaecalis,480,1,1,22,22,7,17,6,
GCF_009830715.fna.gz,efaecalis,170,12,6,28,29,7,1,20,
GCF_009830735.fna.gz,efaecalis,116,17,2,22,1,14,14,1,
GCF_009830765.fna.gz,efaecalis,773,1,7,10,1,1,84,1,
GCF_009830775.fna.gz,efaecalis,256,4,6,7,29,8,1,20,
GCF_009830815.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_009830835.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_009830855.fna.gz,efaecalis,59,14,2,18,10,16,2,12,
GCF_009830875.fna.gz,efaecalis,256,4,6,7,29,8,1,20,
GCF_009832345.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_009832415.fna.gz,efaecalis,new_ST,15,2,3,2,3,1,11,
GCF_009832455.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_009832635.fna.gz,efaecalis,280,52,6,31,33,11,22,8,
GCF_009832645.fna.gz,efaecalis,280,52,6,31,33,11,22,8,
GCF_009832675.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_009832725.fna.gz,efaecalis,new_alleles,~13,6,5,14,10,9,~5,
GCF_009887885.fna.gz,efaecalis,36,16,2,19,16,17,15,11,
GCF_009887945.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_009887955.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_009891565.fna.gz,efaecalis,new_ST,22,2,30,1,10,1,1,
GCF_009891585.fna.gz,efaecalis,875,12,6,17,17,3,2,5,
GCF_009891595.fna.gz,efaecalis,875,12,6,17,17,3,2,5,
GCF_009891625.fna.gz,efaecalis,875,12,6,17,17,3,2,5,
GCF_009891635.fna.gz,efaecalis,875,12,6,17,17,3,2,5,
GCF_009891645.fna.gz,efaecalis,875,12,6,17,17,3,2,5,
GCF_009891705.fna.gz,efaecalis,875,12,6,17,17,3,2,5,
GCF_009897865.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_009910555.fna.gz,efaecalis,9,4,6,16,4,1,1,4,
GCF_009913815.fna.gz,efaecalis,100,34,2,17,37,29,23,6,
GCF_009914685.fna.gz,efaecalis,330,14,1,18,22,16,17,12,
GCF_010066855.fna.gz,efaecalis,314,9,6,4,49,11,15,61,
GCF_010103655.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_011009735.fna.gz,efaecalis,482,14,6,11,45,4,20,28,
GCF_011009825.fna.gz,efaecalis,466,42,7,43,70,6,24,72,
GCF_011029165.fna.gz,efaecalis,new_ST,1,6,27,13,37,22,32,
GCF_011029175.fna.gz,efaecalis,84,14,1,25,27,25,19,19,
GCF_011193375.fna.gz,efaecalis,916,12,7,99,32,1,78,1,
GCF_011754415.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_011754425.fna.gz,efaecalis,11,4,4,8,3,2,1,3,
GCF_011961185.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_011961295.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_011961405.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_011961465.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_011961545.fna.gz,efaecalis,new_ST,3,7,23,12,9,1,7,
GCF_011961665.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_011961785.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_011961885.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_011961985.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_011962095.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_011962205.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_011962265.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_011962375.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_011962505.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_011962585.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_011962705.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_011962785.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_011962905.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_011962985.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_011963085.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_011963225.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_011963345.fna.gz,efaecalis,4,8,7,7,5,4,4,1,
GCF_012030205.fna.gz,efaecalis,new_alleles,35,~7,40,32,32,26,31,
GCF_012030535.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_012030565.fna.gz,efaecalis,new_ST,12,6,53,17,55,47,3,
GCF_012594215.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_012843765.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_012935415.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_012935435.fna.gz,efaecalis,49,20,2,14,20,6,1,5,
GCF_012935445.fna.gz,efaecalis,new_ST,27,7,16,1,27,10,23,
GCF_013248535.fna.gz,efaecalis,new_ST,15,7,3,2,6,15,5,
GCF_013248585.fna.gz,efaecalis,new_alleles,20,2,17,15,15,~2,5,
GCF_013248605.fna.gz,efaecalis,new_ST,84,1,31,32,19,76,15,
GCF_013248625.fna.gz,efaecalis,480,1,1,22,22,7,17,6,
GCF_013248635.fna.gz,efaecalis,777,27,2,11,28,26,2,1,
GCF_013248645.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_013248655.fna.gz,efaecalis,674,14,6,7,42,13,35,28,
GCF_013248705.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_013248725.fna.gz,efaecalis,776,12,1,11,6,95,1,90,
GCF_013248735.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_013248755.fna.gz,efaecalis,202,1,7,9,1,1,10,1,
GCF_013248775.fna.gz,efaecalis,674,14,6,7,42,13,35,28,
GCF_013248805.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_013248825.fna.gz,efaecalis,444,14,1,3,22,19,1,14,
GCF_013265795.fna.gz,efaecalis,new_alleles,12,7,~3,7,6,1,5,
GCF_013265825.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_013265855.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_013265875.fna.gz,efaecalis,6,12,7,3,7,6,1,5,
GCF_013265915.fna.gz,efaecalis,71,17,7,29,30,27,1,9,
