Genome,Scheme,ST,ace,gltB,gmhD,lepA,lipA,narK,ndh,clonal_complex
GCF_002887965.fna.gz,bpseudomallei,243,1,2,13,4,15,12,1,
GCF_002887975.fna.gz,bpseudomallei,103,1,1,3,4,6,25,1,
GCF_002888015.fna.gz,bpseudomallei,126,1,14,20,1,15,9,15,
GCF_002888045.fna.gz,bpseudomallei,617,1,16,3,4,2,8,1,
GCF_002888055.fna.gz,bpseudomallei,617,1,16,3,4,2,8,1,
GCF_002888115.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_002888135.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_002888155.fna.gz,bpseudomallei,326,12,1,13,25,1,9,1,
GCF_002888195.fna.gz,bpseudomallei,257,1,4,24,2,1,6,11,
GCF_002888255.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_002888275.fna.gz,bpseudomallei,1356,1,2,13,4,1,24,11,
GCF_002888285.fna.gz,bpseudomallei,111,1,2,13,2,1,9,1,
GCF_002888365.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_002900605.fna.gz,bpseudomallei,369,3,1,2,1,5,4,3,
GCF_002900625.fna.gz,bpseudomallei,369,3,1,2,1,5,4,3,
GCF_002900645.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_002900665.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_002920945.fna.gz,bpseudomallei,1342,4,12,3,2,1,1,3,
GCF_002920995.fna.gz,bpseudomallei,1342,4,12,3,2,1,1,3,
GCF_002921005.fna.gz,bpseudomallei,1342,4,12,3,2,1,1,3,
GCF_002921015.fna.gz,bpseudomallei,1342,4,12,3,2,1,1,3,
GCF_002921055.fna.gz,bpseudomallei,1342,4,12,3,2,1,1,3,
GCF_002921075.fna.gz,bpseudomallei,289,3,4,11,4,5,4,6,
GCF_002921105.fna.gz,bpseudomallei,414,3,1,2,1,8,4,3,
GCF_003268075.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_003268095.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_003268105.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_003268115.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_003268175.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_003268455.fna.gz,bpseudomallei,1042,1,2,3,2,1,21,1,
GCF_003268465.fna.gz,bpseudomallei,279,10,4,13,4,1,22,1,
GCF_003420645.fna.gz,bpseudomallei,10,1,1,13,1,1,1,1,
GCF_003420685.fna.gz,bpseudomallei,10,1,1,13,1,1,1,1,
GCF_003420695.fna.gz,bpseudomallei,10,1,1,13,1,1,1,1,
GCF_003432445.fna.gz,bpseudomallei,10,1,1,13,1,1,1,1,
GCF_003445415.fna.gz,bpseudomallei,72,4,1,4,1,1,2,1,
GCF_003546995.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_003547015.fna.gz,bpseudomallei,289,3,4,11,4,5,4,6,
GCF_003547035.fna.gz,bpseudomallei,289,3,4,11,4,5,4,6,
GCF_003547055.fna.gz,bpseudomallei,84,3,1,11,4,5,4,6,
GCF_003583425.fna.gz,bpseudomallei,92,1,1,2,1,5,1,1,
GCF_003583435.fna.gz,bpseudomallei,951,1,1,2,1,1,1,1,
GCF_003584055.fna.gz,bpseudomallei,92,1,1,2,1,5,1,1,
GCF_003584065.fna.gz,bpseudomallei,951,1,1,2,1,1,1,1,
GCF_003606245.fna.gz,bpseudomallei,new_ST,1,12,3,3,1,2,3,
GCF_003798245.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_003798265.fna.gz,bpseudomallei,17,1,2,3,1,1,1,1,
GCF_003798365.fna.gz,bpseudomallei,158,1,1,2,1,6,10,1,
GCF_003813825.fna.gz,bpseudomallei,297,1,1,2,2,5,6,1,
GCF_003813945.fna.gz,bpseudomallei,297,1,1,2,2,5,6,1,
GCF_003852635.fna.gz,bpseudomallei,144,8,2,13,15,1,27,1,
GCF_003854325.fna.gz,bpseudomallei,297,1,1,2,2,5,6,1,
GCF_003858035.fna.gz,bpseudomallei,297,1,1,2,2,5,6,1,
GCF_003944665.fna.gz,bpseudomallei,297,1,1,2,2,5,6,1,
GCF_004123025.fna.gz,bpseudomallei,102,3,4,12,1,1,4,1,
GCF_004323015.fna.gz,bpseudomallei,1152,1,4,3,4,1,2,3,
GCF_004323035.fna.gz,bpseudomallei,1364,1,4,3,2,1,1,1,
GCF_004348055.fna.gz,bpseudomallei,1413,4,4,3,2,1,2,1,
GCF_004348075.fna.gz,bpseudomallei,1179,4,4,10,2,1,8,20,
GCF_004360045.fna.gz,bpseudomallei,414,3,1,2,1,8,4,3,
GCF_004360055.fna.gz,bpseudomallei,414,3,1,2,1,8,4,3,
GCF_004360065.fna.gz,bpseudomallei,414,3,1,2,1,8,4,3,
GCF_004360075.fna.gz,bpseudomallei,414,3,1,2,1,8,4,3,
GCF_004360125.fna.gz,bpseudomallei,414,3,1,2,1,8,4,3,
GCF_004360205.fna.gz,bpseudomallei,new_ST,4,2,3,2,1,8,3,
GCF_004367665.fna.gz,bpseudomallei,594,1,4,3,2,1,2,1,
GCF_004367685.fna.gz,bpseudomallei,13,4,4,14,2,1,2,1,
GCF_004367705.fna.gz,bpseudomallei,1442,4,4,3,4,1,1,20,
GCF_004367725.fna.gz,bpseudomallei,594,1,4,3,2,1,2,1,
GCF_004526325.fna.gz,bpseudomallei,594,1,4,3,2,1,2,1,
GCF_004842085.fna.gz,bpseudomallei,55,3,1,3,3,1,4,1,
GCF_006381895.fna.gz,bpseudomallei,61,1,1,2,3,8,4,1,
GCF_006382045.fna.gz,bpseudomallei,-,3,-,4,1,-,4,1,
GCF_006382085.fna.gz,bpseudomallei,-,-,~1,3,1,6,4,1,
GCF_006383055.fna.gz,bpseudomallei,new_alleles,3,1,3,1,~8,4,3,
GCF_006385955.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_006538545.fna.gz,bpseudomallei,51,3,1,2,3,1,4,3,
GCF_006542565.fna.gz,bpseudomallei,92,1,1,2,1,5,1,1,
GCF_006542585.fna.gz,bpseudomallei,92,1,1,2,1,5,1,1,
GCF_007995115.fna.gz,bpseudomallei,1492,1,1,2,2,1,1,1,
GCF_008693285.fna.gz,bpseudomallei,259,1,6,13,2,15,8,11,
GCF_008728255.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_008728275.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_008728295.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_008728315.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_008728335.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_008728355.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_008728375.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_009360935.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_009360955.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_009360965.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_009360975.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_009360985.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_009361035.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_009361075.fna.gz,bpseudomallei,1045,3,3,3,2,1,29,1,
GCF_009741295.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_009749345.fna.gz,bpseudomallei,667,1,4,13,4,1,6,1,
GCF_009768635.fna.gz,bpseudomallei,41,1,12,6,1,5,2,1,
GCF_009769725.fna.gz,bpseudomallei,1051,1,12,6,1,1,2,1,
GCF_009769745.fna.gz,bpseudomallei,new_ST,4,1,3,3,1,19,3,
GCF_009769805.fna.gz,bpseudomallei,1051,1,12,6,1,1,2,1,
GCF_009793465.fna.gz,bpseudomallei,948,1,1,2,2,5,29,1,
GCF_009826725.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_009827035.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_009830075.fna.gz,bpseudomallei,new_ST,3,1,4,17,1,4,1,
GCF_009830095.fna.gz,bpseudomallei,new_ST,3,1,4,17,1,4,1,
GCF_009904095.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_009904155.fna.gz,bpseudomallei,1005,3,1,4,1,6,4,1,
GCF_009904165.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_009904175.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_009904185.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_009904215.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_009904255.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_009904265.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_009904295.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_009904315.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_009904325.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_009904355.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_009904375.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_009904385.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_009904395.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_009904425.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_009904455.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_009904475.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_009904485.fna.gz,bpseudomallei,1005,3,1,4,1,6,4,1,
GCF_009904505.fna.gz,bpseudomallei,1005,3,1,4,1,6,4,1,
GCF_009904525.fna.gz,bpseudomallei,1005,3,1,4,1,6,4,1,
GCF_009904555.fna.gz,bpseudomallei,1005,3,1,4,1,6,4,1,
GCF_009904575.fna.gz,bpseudomallei,1005,3,1,4,1,6,4,1,
GCF_009904595.fna.gz,bpseudomallei,1005,3,1,4,1,6,4,1,
GCF_009904605.fna.gz,bpseudomallei,1005,3,1,4,1,6,4,1,
GCF_013265625.fna.gz,bpseudomallei,95,1,1,2,2,5,1,1,
GCF_013265665.fna.gz,bpseudomallei,1720,1,1,3,2,5,2,1,
GCF_013265695.fna.gz,bpseudomallei,297,1,1,2,2,5,6,1,
GCF_013371805.fna.gz,bpseudomallei,30,1,4,6,1,5,4,1,
GCF_013371815.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_013371825.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_013371835.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_013371875.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_013371905.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_013371925.fna.gz,bpseudomallei,1090,3,2,3,4,1,1,1,
GCF_013371945.fna.gz,bpseudomallei,30,1,4,6,1,5,4,1,
GCF_014712775.fna.gz,bpseudomallei,1869,3,2,13,17,6,4,1,
GCF_014712815.fna.gz,bpseudomallei,1869,3,2,13,17,6,4,1,
GCF_014712825.fna.gz,bpseudomallei,1852,1,2,3,3,6,3,1,
GCF_014712835.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_014712875.fna.gz,bpseudomallei,1852,1,2,3,3,6,3,1,
GCF_014712895.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_014712915.fna.gz,bpseudomallei,1852,1,2,3,3,6,3,1,
GCF_014712935.fna.gz,bpseudomallei,1852,1,2,3,3,6,3,1,
GCF_014712945.fna.gz,bpseudomallei,1815,3,4,3,4,1,1,1,
GCF_014712955.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_014712965.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_014713015.fna.gz,bpseudomallei,1815,3,4,3,4,1,1,1,
GCF_014713025.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_014713055.fna.gz,bpseudomallei,1787,1,4,3,1,1,22,3,
GCF_014713065.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_014713085.fna.gz,bpseudomallei,1787,1,4,3,1,1,22,3,
GCF_015714675.fna.gz,bpseudomallei,1492,1,1,2,2,1,1,1,
GCF_016092155.fna.gz,bpseudomallei,1872,1,1,146,1,5,1,1,
GCF_016617505.fna.gz,bpseudomallei,1730,4,1,3,2,1,1,1,
GCF_016864355.fna.gz,bpseudomallei,1124,4,4,10,2,1,2,1,
GCF_016881155.fna.gz,bpseudomallei,325,1,1,13,4,15,3,11,
GCF_016881185.fna.gz,bpseudomallei,144,8,2,13,15,1,27,1,
GCF_016881195.fna.gz,bpseudomallei,144,8,2,13,15,1,27,1,
GCF_016881225.fna.gz,bpseudomallei,266,1,15,14,14,1,8,1,
GCF_016881245.fna.gz,bpseudomallei,320,1,15,13,4,1,24,11,
GCF_016881265.fna.gz,bpseudomallei,562,1,1,4,1,1,29,1,
GCF_016881285.fna.gz,bpseudomallei,new_alleles,10,2,3,4,3,~141,1,
GCF_016881305.fna.gz,bpseudomallei,327,12,1,13,25,1,35,1,
GCF_016881315.fna.gz,bpseudomallei,36,1,7,14,7,1,12,11,
GCF_016881345.fna.gz,bpseudomallei,36,1,7,14,7,1,12,11,
GCF_016881375.fna.gz,bpseudomallei,36,1,7,14,7,1,12,11,
GCF_017378155.fna.gz,bpseudomallei,new_alleles,1,~2,3,2,1,1,1,
GCF_017378195.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_017378235.fna.gz,bpseudomallei,501,1,12,6,2,1,2,3,
GCF_017378275.fna.gz,bpseudomallei,300,1,1,3,1,1,4,1,
GCF_017378315.fna.gz,bpseudomallei,1152,1,4,3,4,1,2,3,
GCF_017378355.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_017378435.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_017582725.fna.gz,bpseudomallei,1553,1,4,3,4,1,2,20,
GCF_017582785.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_017582805.fna.gz,bpseudomallei,new_ST,1,4,53,1,1,132,1,
GCF_017582825.fna.gz,bpseudomallei,756,3,1,3,1,6,4,1,
GCF_017582845.fna.gz,bpseudomallei,1630,1,12,10,2,1,1,3,
GCF_017582855.fna.gz,bpseudomallei,1884,1,2,6,4,1,2,3,
GCF_017582885.fna.gz,bpseudomallei,new_ST,4,12,3,4,1,2,1,
GCF_017582905.fna.gz,bpseudomallei,1632,1,2,10,4,1,2,3,
GCF_017582925.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_017582955.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_017582975.fna.gz,bpseudomallei,new_ST,18,2,3,1,1,1,1,
GCF_017583005.fna.gz,bpseudomallei,new_ST,1,2,6,4,20,2,3,
GCF_017653005.fna.gz,bpseudomallei,new_ST,3,1,4,2,1,29,1,
GCF_017653025.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_017653045.fna.gz,bpseudomallei,412,1,4,10,1,1,2,1,
GCF_017653055.fna.gz,bpseudomallei,new_ST,1,12,4,2,1,2,1,
GCF_017653085.fna.gz,bpseudomallei,new_ST,4,2,6,2,1,1,11,
GCF_017653105.fna.gz,bpseudomallei,1152,1,4,3,4,1,2,3,
GCF_017653125.fna.gz,bpseudomallei,new_alleles,1,~2,3,2,1,1,1,
GCF_017653145.fna.gz,bpseudomallei,new_ST,4,4,2,4,1,1,1,
GCF_017653155.fna.gz,bpseudomallei,new_ST,4,4,2,4,1,1,1,
GCF_017653185.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_017653195.fna.gz,bpseudomallei,1145,1,2,6,2,1,2,3,
GCF_017653205.fna.gz,bpseudomallei,1124,4,4,10,2,1,2,1,
GCF_017653245.fna.gz,bpseudomallei,1884,1,2,6,4,1,2,3,
GCF_017653265.fna.gz,bpseudomallei,new_ST,4,2,6,4,1,1,1,
GCF_017653285.fna.gz,bpseudomallei,new_ST,4,12,3,4,1,2,1,
GCF_017653305.fna.gz,bpseudomallei,1884,1,2,6,4,1,2,3,
GCF_017653315.fna.gz,bpseudomallei,1884,1,2,6,4,1,2,3,
GCF_017653345.fna.gz,bpseudomallei,18,1,2,3,2,1,1,1,
GCF_017653365.fna.gz,bpseudomallei,56,3,1,4,1,1,4,1,
GCF_017653375.fna.gz,bpseudomallei,1635,4,2,6,4,1,1,3,
GCF_017653405.fna.gz,bpseudomallei,18,1,2,3,2,1,1,1,
GCF_017653425.fna.gz,bpseudomallei,new_ST,4,2,3,2,1,2,1,
GCF_017653445.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_017653465.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_017653475.fna.gz,bpseudomallei,734,1,2,3,2,1,2,1,
GCF_017653505.fna.gz,bpseudomallei,1630,1,12,10,2,1,1,3,
GCF_017653525.fna.gz,bpseudomallei,18,1,2,3,2,1,1,1,
GCF_017653545.fna.gz,bpseudomallei,412,1,4,10,1,1,2,1,
GCF_018139505.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_018228345.fna.gz,bpseudomallei,51,3,1,2,3,1,4,3,
GCF_018228385.fna.gz,bpseudomallei,51,3,1,2,3,1,4,3,
GCF_018228525.fna.gz,bpseudomallei,51,3,1,2,3,1,4,3,
GCF_018228545.fna.gz,bpseudomallei,51,3,1,2,3,1,4,3,
GCF_018228565.fna.gz,bpseudomallei,51,3,1,2,3,1,4,3,
GCF_018228585.fna.gz,bpseudomallei,51,3,1,2,3,1,4,3,
GCF_018228605.fna.gz,bpseudomallei,51,3,1,2,3,1,4,3,
GCF_018771365.fna.gz,bpseudomallei,new_alleles,1,~2,3,2,1,1,1,
GCF_900006245.fna.gz,bpseudomallei,51,3,1,2,3,1,4,3,
GCF_900446265.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_900591225.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900591235.fna.gz,bpseudomallei,33,1,4,12,1,1,2,1,
GCF_900591245.fna.gz,bpseudomallei,935,1,1,3,1,5,4,1,
GCF_900591255.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900591265.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900591275.fna.gz,bpseudomallei,1109,1,2,2,1,1,4,1,
GCF_900591285.fna.gz,bpseudomallei,513,3,4,13,3,5,4,6,
GCF_900591295.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900591305.fna.gz,bpseudomallei,153,3,2,14,1,1,3,1,
GCF_900591315.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900591325.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_900591335.fna.gz,bpseudomallei,new_ST,1,12,2,2,1,3,3,
GCF_900591345.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900591355.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900591365.fna.gz,bpseudomallei,219,3,2,2,1,1,2,1,
GCF_900591375.fna.gz,bpseudomallei,new_ST,1,2,6,1,1,1,3,
GCF_900591385.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900591395.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900591405.fna.gz,bpseudomallei,new_ST,1,1,2,2,1,4,1,
GCF_900591415.fna.gz,bpseudomallei,84,3,1,11,4,5,4,6,
GCF_900591425.fna.gz,bpseudomallei,new_ST,1,2,4,1,1,22,1,
GCF_900591435.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900591445.fna.gz,bpseudomallei,178,1,1,3,4,5,22,1,
GCF_900591455.fna.gz,bpseudomallei,new_ST,1,1,14,1,1,22,1,
GCF_900591465.fna.gz,bpseudomallei,527,3,1,40,1,1,4,1,
GCF_900591475.fna.gz,bpseudomallei,313,1,4,2,2,1,3,1,
GCF_900591485.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900591495.fna.gz,bpseudomallei,56,3,1,4,1,1,4,1,
GCF_900591505.fna.gz,bpseudomallei,206,1,1,3,1,1,1,1,
GCF_900591515.fna.gz,bpseudomallei,531,1,4,2,3,1,4,1,
GCF_900591525.fna.gz,bpseudomallei,167,1,1,4,1,1,3,1,
GCF_900591535.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900591545.fna.gz,bpseudomallei,309,1,2,3,17,1,1,1,
GCF_900591555.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900591565.fna.gz,bpseudomallei,206,1,1,3,1,1,1,1,
GCF_900591575.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900591585.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900591595.fna.gz,bpseudomallei,167,1,1,4,1,1,3,1,
GCF_900591605.fna.gz,bpseudomallei,177,1,1,4,3,1,3,1,
GCF_900591615.fna.gz,bpseudomallei,99,1,1,4,1,1,4,1,
GCF_900591625.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900591635.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900591645.fna.gz,bpseudomallei,531,1,4,2,3,1,4,1,
GCF_900591655.fna.gz,bpseudomallei,872,1,1,2,1,1,10,1,
GCF_900591665.fna.gz,bpseudomallei,205,1,1,2,3,1,4,1,
GCF_900591675.fna.gz,bpseudomallei,33,1,4,12,1,1,2,1,
GCF_900591685.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900591695.fna.gz,bpseudomallei,new_ST,1,2,6,1,1,2,19,
GCF_900591705.fna.gz,bpseudomallei,23,1,2,13,1,1,1,1,
GCF_900591715.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900591725.fna.gz,bpseudomallei,new_ST,3,4,2,1,5,4,1,
GCF_900591735.fna.gz,bpseudomallei,185,1,4,2,2,1,4,1,
GCF_900591745.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900591755.fna.gz,bpseudomallei,441,3,2,6,1,1,3,1,
GCF_900591765.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900591775.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900591785.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900591795.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900591805.fna.gz,bpseudomallei,167,1,1,4,1,1,3,1,
GCF_900591815.fna.gz,bpseudomallei,521,1,1,2,1,1,3,1,
GCF_900591825.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900591835.fna.gz,bpseudomallei,new_ST,1,4,4,1,1,4,1,
GCF_900591845.fna.gz,bpseudomallei,165,1,1,13,1,1,22,1,
GCF_900591855.fna.gz,bpseudomallei,99,1,1,4,1,1,4,1,
GCF_900591865.fna.gz,bpseudomallei,211,3,1,3,1,1,4,1,
GCF_900591875.fna.gz,bpseudomallei,56,3,1,4,1,1,4,1,
GCF_900591885.fna.gz,bpseudomallei,315,1,4,3,1,1,3,1,
GCF_900591895.fna.gz,bpseudomallei,new_ST,3,12,2,2,1,2,1,
GCF_900591905.fna.gz,bpseudomallei,new_ST,1,1,14,3,1,4,1,
GCF_900591915.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900591925.fna.gz,bpseudomallei,new_ST,3,2,2,3,6,4,1,
GCF_900591935.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900591945.fna.gz,bpseudomallei,206,1,1,3,1,1,1,1,
GCF_900591955.fna.gz,bpseudomallei,654,3,2,11,3,5,4,6,
GCF_900591965.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900591975.fna.gz,bpseudomallei,34,1,4,12,1,1,4,1,
GCF_900591985.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900591995.fna.gz,bpseudomallei,228,1,2,3,1,1,4,1,
GCF_900592005.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900592015.fna.gz,bpseudomallei,219,3,2,2,1,1,2,1,
GCF_900592025.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900592035.fna.gz,bpseudomallei,205,1,1,2,3,1,4,1,
GCF_900592045.fna.gz,bpseudomallei,212,3,1,3,4,1,4,1,
GCF_900592055.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900592065.fna.gz,bpseudomallei,833,1,2,12,1,1,4,1,
GCF_900592075.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900592085.fna.gz,bpseudomallei,411,1,4,4,3,1,3,1,
GCF_900592095.fna.gz,bpseudomallei,1811,1,1,28,2,1,3,1,
GCF_900592105.fna.gz,bpseudomallei,849,4,4,3,2,1,22,1,
GCF_900592115.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900592125.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900592135.fna.gz,bpseudomallei,new_ST,1,12,2,2,1,3,3,
GCF_900592145.fna.gz,bpseudomallei,34,1,4,12,1,1,4,1,
GCF_900592155.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900592165.fna.gz,bpseudomallei,new_ST,1,2,13,1,1,1,3,
GCF_900592175.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900592185.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900592195.fna.gz,bpseudomallei,34,1,4,12,1,1,4,1,
GCF_900592205.fna.gz,bpseudomallei,685,1,4,11,1,1,10,1,
GCF_900592215.fna.gz,bpseudomallei,34,1,4,12,1,1,4,1,
GCF_900592225.fna.gz,bpseudomallei,309,1,2,3,17,1,1,1,
GCF_900592235.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900592245.fna.gz,bpseudomallei,512,3,4,4,3,5,4,6,
GCF_900592255.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900592265.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900592275.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900592285.fna.gz,bpseudomallei,new_ST,1,2,3,1,1,19,1,
GCF_900592295.fna.gz,bpseudomallei,313,1,4,2,2,1,3,1,
GCF_900592305.fna.gz,bpseudomallei,1871,3,1,5,124,1,4,1,
GCF_900592315.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900592325.fna.gz,bpseudomallei,56,3,1,4,1,1,4,1,
GCF_900592335.fna.gz,bpseudomallei,531,1,4,2,3,1,4,1,
GCF_900592345.fna.gz,bpseudomallei,16,1,2,2,1,1,10,1,
GCF_900592355.fna.gz,bpseudomallei,1110,1,12,3,2,1,22,3,
GCF_900592365.fna.gz,bpseudomallei,1532,4,2,3,1,1,3,1,
GCF_900592375.fna.gz,bpseudomallei,212,3,1,3,4,1,4,1,
GCF_900592385.fna.gz,bpseudomallei,299,1,1,2,1,5,3,1,
GCF_900592395.fna.gz,bpseudomallei,90,1,12,6,1,1,4,1,
GCF_900592405.fna.gz,bpseudomallei,new_alleles,1,1,6,1,1,~4,1,
GCF_900592415.fna.gz,bpseudomallei,new_ST,1,4,2,3,5,2,1,
GCF_900592425.fna.gz,bpseudomallei,56,3,1,4,1,1,4,1,
